journal,n_corpus,n_xml,n_pdf_now,h2h_now,h2h_projected,crossed_50,still_short_50
ISPRS Journal of Photogrammetry and Remote Sensing,1,1.0,0.0,0.0,0.0,False,True
Journal of Pediatric Surgery Case Reports,1,1.0,0.0,0.0,0.0,False,True
Advanced Robotics,1,1.0,0.0,0.0,0.0,False,True
Tertiary Education and Management,1,1.0,1.0,1.0,1.0,False,True
Children and Youth Services Review,1,1.0,0.0,0.0,0.0,False,True
Third Text,1,1.0,0.0,0.0,1.0,False,True
Information Communication & Society,1,1.0,0.0,0.0,1.0,False,True
Genomic psychiatry :,1,1.0,0.0,0.0,0.0,False,True
Transport Policy,1,1.0,0.0,0.0,0.0,False,True
Environment Development and Sustainability,1,1.0,0.0,0.0,1.0,False,True
Current Aging Science,1,1.0,0.0,0.0,0.0,False,True
Multiple Sclerosis and Related Disorders,1,1.0,0.0,0.0,0.0,False,True
Journal of Biocommunication,1,1.0,1.0,1.0,1.0,False,True
Autonomous Intelligent Systems,1,1.0,0.0,0.0,1.0,False,True
American Journal of Psychiatry,1,0.0,1.0,0.0,0.0,False,True
JEADV Clinical Practice,1,1.0,0.0,0.0,1.0,False,True
Journal of Social Work,1,1.0,0.0,0.0,1.0,False,True
Quantitative Marketing and Economics,1,1.0,1.0,1.0,1.0,False,True
Studies in Second Language Acquisition,1,1.0,1.0,1.0,1.0,False,True
Energies,1,1.0,0.0,0.0,1.0,False,True
Applied Animal Behaviour Science,1,1.0,0.0,0.0,0.0,False,True
Journal of Magnesium and Alloys,1,1.0,0.0,0.0,0.0,False,True
Reformation,1,1.0,0.0,0.0,0.0,False,True
Vision Research,1,1.0,0.0,0.0,0.0,False,True
Epidemiologic Methods,1,1.0,0.0,0.0,0.0,False,True
Journal of Mammalian Evolution,1,1.0,1.0,1.0,1.0,False,True
Materials Research Letters,1,1.0,0.0,0.0,0.0,False,True
Acta Sociologica,1,1.0,0.0,0.0,0.0,False,True
Archival Science,1,1.0,0.0,0.0,1.0,False,True
Applied Physics Reviews,1,1.0,0.0,0.0,0.0,False,True
Egyptian Society of Diabetes and Lipidology Journal,1,0.0,1.0,0.0,0.0,False,True
Celestial Mechanics and Dynamical Astronomy,1,1.0,0.0,0.0,1.0,False,True
Theoretical and Experimental Plant Physiology,1,1.0,1.0,1.0,1.0,False,True
Social Psychology Quarterly,1,1.0,0.0,0.0,0.0,False,True
Journal of Diabetes Mellitus,1,1.0,0.0,0.0,0.0,False,True
Machine Learning and Knowledge Extraction,1,1.0,0.0,0.0,1.0,False,True
Journal of Breast Imaging,1,1.0,0.0,0.0,1.0,False,True
Nexus,1,1.0,0.0,0.0,0.0,False,True
Israel Journal of Chemistry,1,0.0,1.0,0.0,0.0,False,True
Current anesthesiology reports,1,0.0,1.0,0.0,0.0,False,True
Disability and Rehabilitation Assistive Technology,1,1.0,0.0,0.0,0.0,False,True
Chirurgia,1,0.0,1.0,0.0,0.0,False,True
Preprints.org,1,1.0,0.0,0.0,0.0,False,True
Agroforestry Systems,1,1.0,1.0,1.0,1.0,False,True
Infants & Young Children,1,1.0,0.0,0.0,0.0,False,True
Paleobiology,1,0.0,1.0,0.0,0.0,False,True
Journal of Criminal Justice,1,1.0,0.0,0.0,0.0,False,True
Journal of Ageing and Longevity,1,1.0,0.0,0.0,1.0,False,True
Ecology and Society,1,1.0,0.0,0.0,0.0,False,True
Applied Geography,1,1.0,0.0,0.0,0.0,False,True
IEEE Transactions on Robotics,1,1.0,0.0,0.0,0.0,False,True
Women s History Review,1,1.0,0.0,0.0,0.0,False,True
Journal of Neurobiology and Physiology,1,1.0,0.0,0.0,0.0,False,True
Religions,1,0.0,1.0,0.0,0.0,False,True
Current Opinion in Cardiology,1,1.0,0.0,0.0,0.0,False,True
Maturitas,1,1.0,0.0,0.0,0.0,False,True
Journal of Sandwich Structures & Materials,1,1.0,0.0,0.0,1.0,False,True
Journal for Healthcare Quality,1,1.0,0.0,0.0,0.0,False,True
Adaptive Behavior,1,1.0,0.0,0.0,1.0,False,True
Biocell,1,1.0,0.0,0.0,0.0,False,True
Advances in Radiotherapy & Nuclear Medicine,1,1.0,1.0,1.0,1.0,False,True
Journal of Mental Health Research in Intellectual Disabilities,1,1.0,0.0,0.0,0.0,False,True
Facial Plastic Surgery & Aesthetic Medicine,1,1.0,0.0,0.0,0.0,False,True
Nanotoxicology,1,1.0,0.0,0.0,1.0,False,True
Philosophical Explorations,1,1.0,0.0,0.0,1.0,False,True
Food Safety and Risk,1,1.0,1.0,1.0,1.0,False,True
Journal of Neuroimmunology,1,1.0,0.0,0.0,0.0,False,True
Contemporary Jewry,1,1.0,1.0,1.0,1.0,False,True
Journal of Addictions Nursing,1,1.0,0.0,0.0,0.0,False,True
Brain and Cognition,1,1.0,0.0,0.0,0.0,False,True
General and Comparative Endocrinology,1,1.0,0.0,0.0,0.0,False,True
Molbank,1,1.0,0.0,0.0,0.0,False,True
Theory Culture & Society,1,1.0,0.0,0.0,0.0,False,True
Information Retrieval Research,1,1.0,0.0,0.0,0.0,False,True
AWWA Water Science,1,1.0,0.0,0.0,1.0,False,True
Comparative Political Studies,1,1.0,0.0,0.0,1.0,False,True
World Trade Review,1,1.0,1.0,1.0,1.0,False,True
Health Behavior Research,1,1.0,0.0,0.0,0.0,False,True
Personality and Social Psychology Review,1,1.0,0.0,0.0,1.0,False,True
Tuberculosis Research and Treatment,1,1.0,0.0,0.0,0.0,False,True
Chemistry Teacher International,1,1.0,1.0,1.0,1.0,False,True
Ocular Immunology and Inflammation,1,0.0,1.0,0.0,0.0,False,True
European Journal of Development Research,1,1.0,0.0,0.0,1.0,False,True
Psychiatric Genetics,1,1.0,0.0,0.0,0.0,False,True
The Journal of Supercomputing,1,1.0,0.0,0.0,1.0,False,True
Disciplinary and Interdisciplinary Science Education Research,1,1.0,0.0,0.0,1.0,False,True
Digital Geography and Society,1,1.0,0.0,0.0,0.0,False,True
Journal of Research in Science Teaching,1,1.0,0.0,0.0,0.0,False,True
Journal of Global Health Economics and Policy,1,1.0,0.0,0.0,0.0,False,True
Chemistry Letters,1,1.0,0.0,0.0,1.0,False,True
Fishes,1,1.0,0.0,0.0,1.0,False,True
Exploration of BioMat-X,1,1.0,0.0,0.0,0.0,False,True
Frontiers in Microbiomes,1,0.0,1.0,0.0,0.0,False,True
Atmospheric Pollution Research,1,1.0,0.0,0.0,0.0,False,True
Expert Review of Vaccines,1,1.0,0.0,0.0,1.0,False,True
Transportation Research Part A Policy and Practice,1,1.0,0.0,0.0,0.0,False,True
F1000Research,1,1.0,0.0,0.0,0.0,False,True
Open Journal of Statistics,1,1.0,0.0,0.0,0.0,False,True
Advances in Alzheimer s Disease,1,1.0,0.0,0.0,0.0,False,True
Global Social Policy,1,1.0,0.0,0.0,1.0,False,True
The Surgeon,1,1.0,0.0,0.0,0.0,False,True
Journal of Hydrology,1,1.0,0.0,0.0,0.0,False,True
Complex & Intelligent Systems,1,1.0,0.0,0.0,1.0,False,True
Spatial and Spatio-temporal Epidemiology,1,1.0,0.0,0.0,0.0,False,True
Experimental Thermal and Fluid Science,1,1.0,0.0,0.0,0.0,False,True
Pattern Analysis and Applications,1,1.0,0.0,0.0,1.0,False,True
Japanese Journal of Statistics and Data Science,1,1.0,0.0,0.0,1.0,False,True
Water Science & Technology,1,1.0,0.0,0.0,0.0,False,True
Intelligent Systems with Applications,1,1.0,0.0,0.0,0.0,False,True
Historical Research,1,1.0,0.0,0.0,1.0,False,True
Child Indicators Research,1,1.0,0.0,0.0,1.0,False,True
Journal of Literacy Research,1,1.0,0.0,0.0,1.0,False,True
Journal of Insect Physiology,1,1.0,0.0,0.0,0.0,False,True
Global Environment,1,1.0,0.0,0.0,0.0,False,True
Cliometrica,1,1.0,1.0,1.0,1.0,False,True
Physical Therapy in Sport,1,1.0,0.0,0.0,0.0,False,True
Helvetica Chimica Acta,1,1.0,0.0,0.0,1.0,False,True
Research in Science Education,1,1.0,1.0,1.0,1.0,False,True
Environment and Planning F,1,1.0,0.0,0.0,1.0,False,True
Sankhya B,1,1.0,1.0,1.0,1.0,False,True
Probation Journal,1,1.0,0.0,0.0,1.0,False,True
Behaviour Research and Therapy,1,1.0,0.0,0.0,0.0,False,True
Current Opinion in Physiology,1,1.0,0.0,0.0,0.0,False,True
Frontiers in Photonics,1,0.0,1.0,0.0,0.0,False,True
Brain and Language,1,1.0,0.0,0.0,0.0,False,True
Journal of Pharmaceutical and Biomedical Analysis Open,1,1.0,0.0,0.0,0.0,False,True
Annals of Epidemiology,1,1.0,0.0,0.0,0.0,False,True
Tetrahedron Letters,1,1.0,0.0,0.0,0.0,False,True
Journal of School Psychology,1,1.0,0.0,0.0,0.0,False,True
Infant and Child Development,1,1.0,1.0,1.0,1.0,False,True
Structural Equation Modeling A Multidisciplinary Journal,1,1.0,0.0,0.0,0.0,False,True
Journal of Dynamics and Differential Equations,1,1.0,0.0,0.0,1.0,False,True
Journal of Health Economics,1,1.0,0.0,0.0,0.0,False,True
Social Policy and Administration,1,1.0,0.0,0.0,1.0,False,True
Medical Engineering & Physics,1,0.0,1.0,0.0,0.0,False,True
Journal of Human Evolution,1,1.0,0.0,0.0,0.0,False,True
Discover Mechanical Engineering,1,1.0,0.0,0.0,1.0,False,True
Chemoecology,1,1.0,0.0,0.0,1.0,False,True
International Journal of Quantum Chemistry,1,1.0,0.0,0.0,0.0,False,True
Theory & Psychology,1,1.0,0.0,0.0,0.0,False,True
BJPsych Advances,1,1.0,0.0,0.0,0.0,False,True
Journal of Studies on Alcohol and Drugs,1,1.0,0.0,0.0,0.0,False,True
Current Hypertension Reviews,1,1.0,0.0,0.0,0.0,False,True
Expert Opinion on Pharmacotherapy,1,1.0,0.0,0.0,0.0,False,True
Mathematical Biosciences,1,1.0,0.0,0.0,0.0,False,True
Journal of Physics Conference Series,1,1.0,0.0,0.0,0.0,False,True
Journal of International Money and Finance,1,1.0,0.0,0.0,0.0,False,True
Psych,1,1.0,0.0,0.0,1.0,False,True
NPG Asia Materials,1,1.0,0.0,0.0,1.0,False,True
Archives of Pharmacology and Therapeutics,1,1.0,0.0,0.0,0.0,False,True
Journal of Analytical Psychology,1,1.0,0.0,0.0,0.0,False,True
Mechanics of Time-Dependent Materials,1,1.0,0.0,0.0,1.0,False,True
SLAS TECHNOLOGY,1,1.0,0.0,0.0,0.0,False,True
Energy Efficiency,1,1.0,0.0,0.0,1.0,False,True
Radiation Medicine and Protection,1,1.0,0.0,0.0,0.0,False,True
Journal of Food Composition and Analysis,1,1.0,0.0,0.0,0.0,False,True
Infectious Disorders - Drug Targets,1,1.0,0.0,0.0,0.0,False,True
Nordic Journal of Psychiatry,1,1.0,0.0,0.0,0.0,False,True
Electrochemical Energy Reviews,1,1.0,1.0,1.0,1.0,False,True
Argumentation,1,1.0,1.0,1.0,1.0,False,True
Asian Archaeology,1,1.0,1.0,1.0,1.0,False,True
Irish Political Studies,1,1.0,0.0,0.0,1.0,False,True
Journal of Critical Care,1,1.0,0.0,0.0,0.0,False,True
Discover Computing,1,1.0,0.0,0.0,1.0,False,True
Computer Animation and Virtual Worlds,1,1.0,0.0,0.0,0.0,False,True
Global Ecology and Conservation,1,1.0,0.0,0.0,0.0,False,True
"Food, Nutrition and Health.",1,1.0,1.0,1.0,1.0,False,True
European Neuropsychopharmacology,1,0.0,1.0,0.0,0.0,False,True
Journal of Travel Research,1,1.0,0.0,0.0,0.0,False,True
American Journal of Geriatric Psychiatry,1,1.0,0.0,0.0,0.0,False,True
Economy and Society,1,1.0,0.0,0.0,0.0,False,True
International Journal of Environmental Research,1,1.0,1.0,1.0,1.0,False,True
Current Opinion in Chemical Biology,1,1.0,0.0,0.0,0.0,False,True
Child Neuropsychology,1,0.0,1.0,0.0,0.0,False,True
Materials Research Express,1,1.0,0.0,0.0,0.0,False,True
Journal of Magnetic Resonance Open,1,1.0,0.0,0.0,0.0,False,True
Cytotherapy,1,1.0,0.0,0.0,0.0,False,True
Journal of Family Studies,1,1.0,0.0,0.0,1.0,False,True
Wiley Interdisciplinary Reviews Nanomedicine and Nanobiotechnology,1,0.0,1.0,0.0,0.0,False,True
International Journal of Game Theory,1,1.0,1.0,1.0,1.0,False,True
Journal of Post Keynesian Economics,1,1.0,0.0,0.0,1.0,False,True
Annals of Pancreatic Cancer,1,1.0,0.0,0.0,0.0,False,True
International Ophthalmology Clinics,1,1.0,0.0,0.0,0.0,False,True
Cellular Immunology,1,1.0,1.0,1.0,1.0,False,True
Journal of the History of Sexuality,1,1.0,0.0,0.0,0.0,False,True
Practical Radiation Oncology,1,1.0,0.0,0.0,0.0,False,True
Kinases and Phosphatases,1,1.0,0.0,0.0,0.0,False,True
MedComm – Oncology,1,1.0,0.0,0.0,1.0,False,True
Human Brain,1,1.0,0.0,0.0,0.0,False,True
Economic and Industrial Democracy,1,1.0,0.0,0.0,1.0,False,True
Theory and Society,1,1.0,0.0,0.0,0.0,False,True
Scientia Horticulturae,1,1.0,0.0,0.0,0.0,False,True
Lighting Research & Technology,1,1.0,0.0,0.0,1.0,False,True
Dutch Crossing,1,1.0,0.0,0.0,0.0,False,True
Applied Radiation and Isotopes,1,1.0,0.0,0.0,0.0,False,True
Experimental Eye Research,1,1.0,0.0,0.0,0.0,False,True
Open Journal of Medical Microbiology,1,1.0,0.0,0.0,0.0,False,True
Food Production Processing and Nutrition,1,1.0,1.0,1.0,1.0,False,True
IU Journal of Undergraduate Research,1,0.0,1.0,0.0,0.0,False,True
Soft Robotics,1,0.0,1.0,0.0,0.0,False,True
Mutation research. Fundamental and molecular mechanisms of mutagenesis,1,1.0,0.0,0.0,0.0,False,True
European Journal of Work and Organizational Psychology,1,1.0,0.0,0.0,0.0,False,True
Journal of Molecular Pathology,1,1.0,0.0,0.0,0.0,False,True
Science Technology & Human Values,1,1.0,0.0,0.0,1.0,False,True
European Journal of Remote Sensing,1,1.0,0.0,0.0,0.0,False,True
Journal of Pharmacy Technology,1,1.0,0.0,0.0,1.0,False,True
ISA Transactions,1,0.0,1.0,0.0,0.0,False,True
Journal of Geophysical Research Earth Surface,1,1.0,0.0,0.0,0.0,False,True
Phytopathology Research,1,1.0,0.0,0.0,1.0,False,True
International Journal of Maritime History,1,1.0,0.0,0.0,0.0,False,True
Ocean Dynamics,1,1.0,0.0,0.0,1.0,False,True
Tierärztliche Praxis Ausgabe K Kleintiere / Heimtiere,1,0.0,1.0,0.0,0.0,False,True
Cell Biomaterials,1,1.0,0.0,0.0,0.0,False,True
Archives of Gerontology and Geriatrics Plus,1,1.0,0.0,0.0,0.0,False,True
European Journal of Obstetrics & Gynecology and Reproductive Biology,1,1.0,0.0,0.0,0.0,False,True
Populations,1,1.0,0.0,0.0,1.0,False,True
Advanced Sensor and Energy Materials,1,1.0,0.0,0.0,0.0,False,True
Crime Law and Social Change,1,1.0,1.0,1.0,1.0,False,True
Discover Environment,1,1.0,1.0,1.0,1.0,False,True
Japanese Journal of Infectious Diseases,1,0.0,1.0,0.0,0.0,False,True
Journal of Adolescent and Young Adult Oncology,1,0.0,1.0,0.0,0.0,False,True
Osteology,1,1.0,0.0,0.0,1.0,False,True
Journal of Computational Mathematics and Data Science,1,1.0,0.0,0.0,0.0,False,True
The VLDB Journal,1,1.0,0.0,0.0,1.0,False,True
Knowledge-Based Systems,1,1.0,0.0,0.0,0.0,False,True
Information,1,1.0,0.0,0.0,0.0,False,True
Land Use Policy,1,1.0,0.0,0.0,0.0,False,True
Photonics,1,1.0,0.0,0.0,0.0,False,True
Potato Research,1,1.0,0.0,0.0,1.0,False,True
International Journal of Hyperthermia,1,1.0,0.0,0.0,1.0,False,True
Language Speech and Hearing Services in Schools,1,1.0,0.0,0.0,0.0,False,True
Paläontologische Zeitschrift,1,1.0,1.0,1.0,1.0,False,True
Advances in Aerodynamics,1,1.0,1.0,1.0,1.0,False,True
High Temperature Corrosion of Materials,1,1.0,1.0,1.0,1.0,False,True
Aquaculture,1,1.0,0.0,0.0,0.0,False,True
Mammalian Biology,1,1.0,1.0,1.0,1.0,False,True
Social Network Analysis and Mining,1,1.0,0.0,0.0,1.0,False,True
Drugs Education Prevention and Policy,1,1.0,0.0,0.0,1.0,False,True
Journal of UOEH,1,0.0,1.0,0.0,0.0,False,True
Advances in Neurodevelopmental Disorders,1,1.0,0.0,0.0,1.0,False,True
Journal of Offender Rehabilitation,1,1.0,0.0,0.0,0.0,False,True
Journal of Physics D Applied Physics,1,1.0,0.0,0.0,0.0,False,True
Journal of Economic Psychology,1,0.0,1.0,0.0,0.0,False,True
Frontiers in Lupus,1,0.0,1.0,0.0,0.0,False,True
IEEE Open Journal of Signal Processing,1,1.0,0.0,0.0,0.0,False,True
Annals of the Child Neurology Society,1,1.0,0.0,0.0,1.0,False,True
Current Treatment Options in Pediatrics,1,1.0,1.0,1.0,1.0,False,True
Proceedings of the Combustion Institute,1,1.0,0.0,0.0,0.0,False,True
Clinical Radiology,1,1.0,0.0,0.0,0.0,False,True
World Journal of Biological Chemistry,1,1.0,0.0,0.0,0.0,False,True
Continuum Mechanics and Thermodynamics,1,1.0,1.0,1.0,1.0,False,True
Archives of Stem Cell and Therapy,1,1.0,0.0,0.0,0.0,False,True
Journal of Environmental Economics and Management,1,1.0,0.0,0.0,0.0,False,True
Journal of Research in Personality,1,1.0,0.0,0.0,0.0,False,True
Environmetrics,1,1.0,0.0,0.0,0.0,False,True
Urban Forum,1,1.0,0.0,0.0,1.0,False,True
Journal of Cereal Science,1,1.0,0.0,0.0,0.0,False,True
ADCES in Practice,1,1.0,0.0,0.0,1.0,False,True
Hepatoma Research,1,1.0,0.0,0.0,0.0,False,True
Journal of Translational Gastroenterology,1,1.0,0.0,0.0,0.0,False,True
Journal of the American College of Radiology,1,1.0,0.0,0.0,0.0,False,True
International Anesthesiology Clinics,1,1.0,0.0,0.0,0.0,False,True
Journal of Developmental and Life-Course Criminology,1,1.0,1.0,1.0,1.0,False,True
Journal of Photochemistry and Photobiology B Biology,1,1.0,0.0,0.0,0.0,False,True
Tel Aviv,1,1.0,0.0,0.0,1.0,False,True
Water Research,1,1.0,0.0,0.0,0.0,False,True
Designing Interactive Systems Conference,1,1.0,0.0,0.0,0.0,False,True
Smart Learning Environments,1,1.0,1.0,1.0,1.0,False,True
International Social Work,1,1.0,0.0,0.0,1.0,False,True
East European Politics and Societies and Cultures,1,1.0,0.0,0.0,0.0,False,True
Multilingua,1,1.0,1.0,1.0,1.0,False,True
Oxford German Studies,1,1.0,0.0,0.0,0.0,False,True
Journal of eScience Librarianship,1,1.0,0.0,0.0,0.0,False,True
Chemosensors,1,1.0,0.0,0.0,0.0,False,True
Empirical research in vocational education and training,1,1.0,1.0,1.0,1.0,False,True
Sociological Science,1,1.0,0.0,0.0,0.0,False,True
The Astrophysical Journal,1,1.0,0.0,0.0,0.0,False,True
European Educational Research Journal,1,1.0,0.0,0.0,1.0,False,True
Journal of Neurogenetics,1,1.0,0.0,0.0,1.0,False,True
Journal of Vascular Surgery,1,1.0,0.0,0.0,0.0,False,True
Population Medicine,1,1.0,0.0,0.0,0.0,False,True
Augmented Human Research,1,1.0,1.0,1.0,1.0,False,True
Geoscience Data Journal,1,1.0,0.0,0.0,1.0,False,True
Cellular Reprogramming,1,1.0,0.0,0.0,0.0,False,True
Applied Physics A,1,1.0,1.0,1.0,1.0,False,True
Methods,1,0.0,1.0,0.0,0.0,False,True
Therapeutics,1,1.0,0.0,0.0,0.0,False,True
East Asian Science Technology and Society An International Journal,1,1.0,0.0,0.0,1.0,False,True
ChemistrySelect,1,1.0,0.0,0.0,0.0,False,True
Fungal Genetics Reports,1,1.0,0.0,0.0,0.0,False,True
Veterinary Parasitology Regional Studies and Reports,1,1.0,0.0,0.0,0.0,False,True
Arabian Journal for Science and Engineering,1,1.0,0.0,0.0,1.0,False,True
Discover Life,1,1.0,1.0,1.0,1.0,False,True
Advances and technical standards in neurosurgery,1,0.0,1.0,0.0,0.0,False,True
Applied Linguistics Review,1,1.0,0.0,0.0,1.0,False,True
Journal of Memory and Language,1,1.0,0.0,0.0,0.0,False,True
Jewish Culture and History,1,1.0,0.0,0.0,1.0,False,True
Paedagogica Historica,1,1.0,0.0,0.0,0.0,False,True
Written Communication,1,1.0,0.0,0.0,1.0,False,True
Rejuvenation Research,1,1.0,0.0,0.0,0.0,False,True
Cognitive Neuropsychiatry,1,1.0,0.0,0.0,0.0,False,True
Anesthesiology and Perioperative Science,1,1.0,0.0,0.0,1.0,False,True
Sophia,1,1.0,1.0,1.0,1.0,False,True
Child & Family Social Work,1,1.0,0.0,0.0,1.0,False,True
Qualitative Research Journal,1,1.0,0.0,0.0,0.0,False,True
Information Research an international electronic journal,1,1.0,0.0,0.0,0.0,False,True
Current Opinion in Rheumatology,1,1.0,0.0,0.0,0.0,False,True
International Journal of Music Education,1,1.0,0.0,0.0,0.0,False,True
Teaching Sociology,1,1.0,0.0,0.0,1.0,False,True
International Journal of Sport Policy and Politics,1,1.0,0.0,0.0,0.0,False,True
Journal of Adult Development,1,1.0,0.0,0.0,1.0,False,True
Planning Perspectives,1,1.0,0.0,0.0,0.0,False,True
Current Rheumatology Reviews,1,1.0,0.0,0.0,0.0,False,True
Low-carbon Materials and Green Construction,1,1.0,1.0,1.0,1.0,False,True
Current HIV Research,1,1.0,0.0,0.0,0.0,False,True
Toxicology Letters,1,1.0,0.0,0.0,0.0,False,True
Biofouling,1,1.0,0.0,0.0,1.0,False,True
Gastrointestinal Endoscopy,1,1.0,0.0,0.0,0.0,False,True
Journal of Biopharmaceutical Statistics,1,0.0,1.0,0.0,0.0,False,True
Journal of Contact lens Research and Science,1,0.0,1.0,0.0,0.0,False,True
Micron,1,1.0,0.0,0.0,0.0,False,True
IEEE Journal of Indoor and Seamless Positioning and Navigation,1,1.0,0.0,0.0,0.0,False,True
Frontiers in Language Sciences,1,1.0,0.0,0.0,0.0,False,True
Symmetry,1,1.0,0.0,0.0,0.0,False,True
Journal of Electrocardiology,1,1.0,0.0,0.0,0.0,False,True
International Journal of Pharmacy Practice,1,1.0,0.0,0.0,1.0,False,True
Change The Magazine of Higher Learning,1,1.0,0.0,0.0,1.0,False,True
Environmental Modelling & Software,1,1.0,0.0,0.0,0.0,False,True
Engineering Research Express,1,1.0,0.0,0.0,0.0,False,True
Journal of Mathematical Fluid Mechanics,1,1.0,1.0,1.0,1.0,False,True
Policing An International Journal,1,1.0,0.0,0.0,0.0,False,True
Housing Studies,1,1.0,0.0,0.0,1.0,False,True
Early Childhood Education Journal,1,1.0,0.0,0.0,1.0,False,True
Exploration of Neuroprotective Therapy,1,1.0,0.0,0.0,0.0,False,True
Polskie Archiwum Medycyny Wewnętrznej,1,1.0,0.0,0.0,0.0,False,True
European Journal of Social Work,1,1.0,0.0,0.0,1.0,False,True
Metacognition and Learning,1,1.0,0.0,0.0,1.0,False,True
Water Air & Soil Pollution,1,1.0,0.0,0.0,1.0,False,True
Agricultural Water Management,1,1.0,0.0,0.0,0.0,False,True
Ethnoarchaeology,1,1.0,0.0,0.0,1.0,False,True
Journal of Physical Therapy Education,1,1.0,0.0,0.0,0.0,False,True
Gothic.net,1,1.0,0.0,0.0,1.0,False,True
JAPhA Practice Innovations,1,1.0,0.0,0.0,0.0,False,True
Communications in Algebra,1,1.0,0.0,0.0,1.0,False,True
Landscape and Urban Planning,1,1.0,0.0,0.0,0.0,False,True
Frontiers in Malaria,1,1.0,0.0,0.0,1.0,False,True
Personal and Ubiquitous Computing,1,1.0,1.0,1.0,1.0,False,True
Journal of Instrumentation,1,1.0,0.0,0.0,0.0,False,True
BioChip Journal,1,1.0,0.0,0.0,1.0,False,True
International Review of Sociology,1,1.0,0.0,0.0,0.0,False,True
Research Directions Depression,1,1.0,0.0,0.0,0.0,False,True
Natural Hazards Review,1,1.0,0.0,0.0,0.0,False,True
Optical Engineering,1,0.0,1.0,0.0,0.0,False,True
Teaching and learning in nursing,1,1.0,0.0,0.0,0.0,False,True
Journal of the American Society of Cytopathology,1,1.0,0.0,0.0,0.0,False,True
Millennium Journal of International Studies,1,1.0,0.0,0.0,0.0,False,True
Biological Psychology,1,1.0,0.0,0.0,0.0,False,True
Nursing Outlook,1,1.0,0.0,0.0,0.0,False,True
Journal of Water Sanitation and Hygiene for Development,1,1.0,0.0,0.0,0.0,False,True
