journal,n_corpus,n_xml,n_pdf_now,h2h_now,h2h_projected,crossed_50,still_short_50
Bioethics News,25,14.0,25.0,14.0,14.0,False,True
Tropical Diseases Travel Medicine and Vaccines,25,25.0,17.0,17.0,25.0,False,True
Catalysis Science & Technology,25,25.0,11.0,11.0,14.0,False,True
International Journal of Microbiology Research,25,25.0,0.0,0.0,0.0,False,True
Advanced Biotechnology,25,25.0,2.0,2.0,25.0,False,True
Transactions of the Royal Society of Tropical Medicine and Hygiene,25,25.0,0.0,0.0,13.0,False,True
Journal of Plastic Surgery and Hand Surgery,25,0.0,25.0,0.0,0.0,False,True
Journal of Otology,25,25.0,0.0,0.0,0.0,False,True
Drugs,25,15.0,23.0,13.0,15.0,False,True
Zoological Letters,25,25.0,20.0,20.0,25.0,False,True
Journal of Periodontology,25,21.0,5.0,1.0,7.0,False,True
Environmental Evidence,25,25.0,17.0,17.0,25.0,False,True
Stem Cell Research,25,25.0,2.0,2.0,2.0,False,True
Apmis,25,20.0,5.0,0.0,8.0,False,True
Archives of Disease in Childhood Fetal & Neonatal,25,25.0,0.0,0.0,0.0,False,True
Journal of Comparative Physiology A,25,24.0,22.0,21.0,24.0,False,True
Acta Neuropsychiatrica,25,0.0,25.0,0.0,0.0,False,True
International Journal of Clinical Practice,25,25.0,0.0,0.0,0.0,False,True
Perspectives on Sexual and Reproductive Health,25,21.0,5.0,1.0,11.0,False,True
Archives of Environmental Contamination and Toxicology,25,23.0,20.0,18.0,23.0,False,True
EvoDevo,24,24.0,17.0,17.0,24.0,False,True
Colombia medica,24,24.0,2.0,2.0,5.0,False,True
Acta Neurologica Belgica,24,21.0,21.0,18.0,21.0,False,True
npj Quantum Information,24,24.0,14.0,14.0,24.0,False,True
European Journal of Ophthalmology,24,24.0,0.0,0.0,14.0,False,True
African Journal of Paediatric Surgery,24,24.0,0.0,0.0,0.0,False,True
Journal of Clinical Psychology in Medical Settings,24,19.0,24.0,19.0,19.0,False,True
Antibody Therapeutics,24,24.0,0.0,0.0,17.0,False,True
IEEE Transactions on Neural Systems and Rehabilitation Engineering,24,24.0,0.0,0.0,0.0,False,True
Medical Research Archives,24,24.0,0.0,0.0,0.0,False,True
Genetics Research,24,24.0,1.0,1.0,8.0,False,True
Clinical Child Psychology and Psychiatry,24,24.0,0.0,0.0,11.0,False,True
Menopause The Journal of The North American Menopause Society,24,24.0,1.0,1.0,1.0,False,True
Neurosurgery,24,24.0,0.0,0.0,0.0,False,True
Applied Biochemistry and Biotechnology,24,20.0,23.0,19.0,20.0,False,True
Problems of Virology,24,0.0,24.0,0.0,0.0,False,True
Journal of Public Health Dentistry,24,23.0,1.0,0.0,2.0,False,True
Cardiology,24,24.0,0.0,0.0,0.0,False,True
Clinical Practice and Epidemiology in Mental Health,24,24.0,7.0,7.0,11.0,False,True
Military Medicine,24,24.0,0.0,0.0,14.0,False,True
Therapeutic Advances in Psychopharmacology,24,24.0,0.0,0.0,6.0,False,True
Medical Mycology,24,24.0,0.0,0.0,17.0,False,True
Molecular Genetics and Genomics,24,23.0,18.0,17.0,23.0,False,True
Cytoskeleton,24,18.0,9.0,3.0,6.0,False,True
Molecular Microbiology,24,19.0,6.0,1.0,6.0,False,True
Translational and Clinical Pharmacology,24,24.0,24.0,24.0,24.0,False,True
Culture Medicine and Psychiatry,24,19.0,21.0,16.0,19.0,False,True
American Journal of Physiology-Endocrinology and Metabolism,24,24.0,0.0,0.0,0.0,False,True
Oncology,24,24.0,0.0,0.0,0.0,False,True
Optics Letters,24,2.0,23.0,1.0,1.0,False,True
Landscape Ecology,24,24.0,15.0,15.0,24.0,False,True
Journal of Medical Imaging,24,24.0,3.0,3.0,3.0,False,True
Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie,24,3.0,24.0,3.0,3.0,False,True
Tuberkuloz ve Toraks,24,24.0,0.0,0.0,0.0,False,True
Journal of Healthcare Informatics Research,24,19.0,15.0,10.0,19.0,False,True
Biomedical Engineering and Computational Biology,24,24.0,0.0,0.0,0.0,False,True
Journal of Aging Research,24,24.0,0.0,0.0,5.0,False,True
Shock,24,24.0,0.0,0.0,0.0,False,True
Bipolar Disorders,24,20.0,5.0,1.0,6.0,False,True
IEEE Transactions on Pattern Analysis and Machine Intelligence,24,0.0,24.0,0.0,0.0,False,True
Case Reports in Otolaryngology,24,24.0,0.0,0.0,8.0,False,True
Translational Stroke Research,24,6.0,24.0,6.0,6.0,False,True
Twin Research and Human Genetics,23,1.0,23.0,1.0,1.0,False,True
Nutrition in Clinical Practice,23,17.0,6.0,0.0,3.0,False,True
Cardiovascular Ultrasound,23,23.0,15.0,15.0,23.0,False,True
Zoo Biology,23,20.0,3.0,0.0,3.0,False,True
Sleep and Biological Rhythms,23,8.0,23.0,8.0,8.0,False,True
Comparative Cytogenetics,23,23.0,5.0,5.0,5.0,False,True
Journal of Physiology and Biochemistry,23,13.0,22.0,12.0,13.0,False,True
Physiotherapy Research International,23,21.0,2.0,0.0,9.0,False,True
Beyoglu Eye Journal,23,23.0,0.0,0.0,0.0,False,True
Clinical Anatomy,23,15.0,9.0,1.0,6.0,False,True
Clinical Autonomic Research,23,21.0,21.0,19.0,21.0,False,True
Neurorehabilitation and neural repair,23,23.0,0.0,0.0,13.0,False,True
Science in One Health,23,23.0,0.0,0.0,0.0,False,True
The Journal of Microbiology,23,12.0,22.0,11.0,12.0,False,True
Journal of the Pediatric Infectious Diseases Society,23,23.0,0.0,0.0,16.0,False,True
Journal of Biomolecular NMR,23,17.0,19.0,13.0,17.0,False,True
ACS Applied Optical Materials,23,23.0,0.0,0.0,0.0,False,True
International Journal of Paediatric Dentistry,23,20.0,5.0,2.0,9.0,False,True
Integrative Zoology,23,13.0,14.0,4.0,8.0,False,True
Journal of Advanced Periodontology & Implant Dentistry,23,23.0,13.0,13.0,19.0,False,True
Medical Cannabis and Cannabinoids,23,23.0,0.0,0.0,0.0,False,True
Case Reports in Rheumatology,23,23.0,0.0,0.0,5.0,False,True
Drug Healthcare and Patient Safety,23,23.0,6.0,6.0,8.0,False,True
Psychology and Psychotherapy Theory Research and Practice,23,21.0,2.0,0.0,2.0,False,True
Molecular Biotechnology,23,15.0,23.0,15.0,15.0,False,True
Clinical Physiology and Functional Imaging,23,19.0,4.0,0.0,7.0,False,True
Journal of Animal Breeding and Genetics,23,18.0,5.0,0.0,2.0,False,True
NTM Zeitschrift für Geschichte der Wissenschaften Technik und Medizin,23,19.0,20.0,16.0,19.0,False,True
Psychology in Russia State of Art,23,23.0,0.0,0.0,0.0,False,True
Acta Biochimica Polonica,23,23.0,0.0,0.0,0.0,False,True
Insect Science,23,17.0,10.0,4.0,14.0,False,True
ACS electrochemistry.,23,23.0,0.0,0.0,2.0,False,True
Genes and Immunity,23,20.0,19.0,16.0,20.0,False,True
Respiration,23,23.0,0.0,0.0,0.0,False,True
International Journal of Hypertension,23,23.0,0.0,0.0,7.0,False,True
Mycoses,23,18.0,5.0,0.0,10.0,False,True
Transcultural Psychiatry,22,22.0,0.0,0.0,13.0,False,True
Clinical Nephrology - Case Studies,22,22.0,0.0,0.0,0.0,False,True
International Journal of Telemedicine and Applications,22,22.0,0.0,0.0,1.0,False,True
Discovery Immunology,22,22.0,1.0,1.0,14.0,False,True
Synthetic Biology,22,22.0,0.0,0.0,14.0,False,True
Journal of Cardiology Cases,22,22.0,0.0,0.0,0.0,False,True
South African Journal of Sports Medicine,22,22.0,6.0,6.0,7.0,False,True
Journal of Peptide Science,22,19.0,5.0,2.0,9.0,False,True
Smart Medicine,22,22.0,3.0,3.0,14.0,False,True
Tumour Virus Research,22,22.0,0.0,0.0,0.0,False,True
International Journal of Endocrinology and Metabolism,22,22.0,0.0,0.0,0.0,False,True
Computers in Biology and Medicine,22,13.0,10.0,1.0,1.0,False,True
Environmental Toxicology,22,7.0,16.0,1.0,1.0,False,True
British Journal of Biomedical Science,22,22.0,0.0,0.0,0.0,False,True
Bulletin of Environmental Contamination and Toxicology,22,21.0,15.0,14.0,21.0,False,True
Therapeutic Drug Monitoring,22,22.0,0.0,0.0,0.0,False,True
Case Reports in Anesthesiology,22,22.0,0.0,0.0,3.0,False,True
Ghana Medical Journal,22,22.0,0.0,0.0,0.0,False,True
CNS Spectrums,22,3.0,21.0,2.0,2.0,False,True
Nutrition and Metabolic Insights,22,22.0,0.0,0.0,5.0,False,True
Pathogens and Disease,22,22.0,0.0,0.0,10.0,False,True
Radiation Protection Dosimetry,22,21.0,1.0,0.0,8.0,False,True
Anaesthesia Reports,22,21.0,4.0,3.0,10.0,False,True
Therapeutic Advances in Reproductive Health,22,22.0,0.0,0.0,4.0,False,True
Assessment,22,22.0,0.0,0.0,15.0,False,True
Ground Water,22,18.0,4.0,0.0,6.0,False,True
Advances in Hematology,22,22.0,0.0,0.0,5.0,False,True
Canadian Journal of Gastroenterology and Hepatology,22,22.0,0.0,0.0,5.0,False,True
Pleura and Peritoneum,22,22.0,8.0,8.0,10.0,False,True
JMIR Perioperative Medicine,22,22.0,3.0,3.0,3.0,False,True
British Journal of Clinical Psychology,22,20.0,2.0,0.0,4.0,False,True
International Journal of Nursing Practice,22,21.0,1.0,0.0,11.0,False,True
JRSM Open,22,22.0,0.0,0.0,7.0,False,True
Journal of Animal Physiology and Animal Nutrition,22,17.0,5.0,0.0,2.0,False,True
Molecular Diversity,22,15.0,22.0,15.0,15.0,False,True
Open Access Journal of Sports Medicine,22,22.0,8.0,8.0,9.0,False,True
eGastroenterology,22,22.0,0.0,0.0,0.0,False,True
BMJ Supportive & Palliative Care,22,22.0,0.0,0.0,0.0,False,True
Journal of Medical Ethics,22,21.0,1.0,0.0,0.0,False,True
International Journal of STD & AIDS,22,22.0,0.0,0.0,9.0,False,True
JAMA Dermatology,22,19.0,3.0,0.0,0.0,False,True
Archives of Clinical Neuropsychology,22,22.0,0.0,0.0,12.0,False,True
The Journal of Hospice and Palliative Care,22,22.0,0.0,0.0,0.0,False,True
Nutrition & Dietetics,22,19.0,5.0,2.0,8.0,False,True
The International Journal of Health Planning and Management,22,17.0,5.0,0.0,2.0,False,True
Current Research in Physiology,22,22.0,0.0,0.0,0.0,False,True
MMWR Supplements,22,22.0,0.0,0.0,0.0,False,True
International Journal of Nephrology,22,22.0,0.0,0.0,2.0,False,True
Psychologica Belgica,22,22.0,3.0,3.0,4.0,False,True
Die Innere Medizin,22,16.0,20.0,14.0,16.0,False,True
Therapeutic Advances in Rare Disease,21,21.0,0.0,0.0,9.0,False,True
Biotechnology Letters,21,20.0,16.0,15.0,20.0,False,True
Journal of Periodontal & Implant Science,21,18.0,17.0,14.0,17.0,False,True
Journal of Mass Spectrometry,21,12.0,9.0,0.0,9.0,False,True
JBJS Case Connector,21,21.0,0.0,0.0,0.0,False,True
Journal of Healthy Eating and Active Living,21,21.0,5.0,5.0,5.0,False,True
Birth Defects Research,21,18.0,4.0,1.0,6.0,False,True
Archive for Rational Mechanics and Analysis,21,21.0,15.0,15.0,21.0,False,True
Journal of Bone and Mineral Metabolism,21,18.0,20.0,17.0,18.0,False,True
Advances in Rehabilitation Science and Practice,21,21.0,0.0,0.0,4.0,False,True
Journal of NeuroVirology,21,19.0,16.0,14.0,19.0,False,True
Current Urology,21,21.0,0.0,0.0,0.0,False,True
Developmental Dynamics,21,18.0,4.0,1.0,6.0,False,True
Prehospital and Disaster Medicine,21,19.0,19.0,17.0,17.0,False,True
Biologia Futura,21,0.0,21.0,0.0,0.0,False,True
Applied Psychophysiology and Biofeedback,21,18.0,19.0,16.0,18.0,False,True
Journal of Parenteral and Enteral Nutrition,21,12.0,11.0,2.0,8.0,False,True
Western Journal of Nursing Research,21,21.0,0.0,0.0,11.0,False,True
Radiation and Environmental Biophysics,21,20.0,18.0,17.0,20.0,False,True
Journal of Mammary Gland Biology and Neoplasia,21,20.0,18.0,17.0,20.0,False,True
Circulation Arrhythmia and Electrophysiology,21,21.0,0.0,0.0,0.0,False,True
Endocrine Related Cancer,21,20.0,1.0,0.0,0.0,False,True
Circulation Cardiovascular Interventions,21,21.0,1.0,1.0,1.0,False,True
Canadian Journal on Aging / La Revue canadienne du vieillissement,21,0.0,21.0,0.0,0.0,False,True
Translational Medicine UniSa,21,21.0,0.0,0.0,0.0,False,True
MUSCULOSKELETAL SURGERY,21,17.0,21.0,17.0,17.0,False,True
Folia Microbiologica,21,16.0,20.0,15.0,16.0,False,True
Innovative Surgical Sciences,21,13.0,19.0,11.0,11.0,False,True
Cancer Cytopathology,21,14.0,7.0,0.0,4.0,False,True
Proceedings of the Japan Academy Series B,21,20.0,2.0,1.0,1.0,False,True
Open Access Rheumatology Research and Reviews,21,21.0,2.0,2.0,5.0,False,True
Biometrics,21,18.0,4.0,1.0,6.0,False,True
Physiological Research,21,21.0,0.0,0.0,0.0,False,True
AIMS neuroscience,21,21.0,0.0,0.0,0.0,False,True
International Microbiology,21,19.0,21.0,19.0,19.0,False,True
Translational Behavioral Medicine,21,21.0,0.0,0.0,11.0,False,True
Balkan Journal of Medical Genetics,21,21.0,0.0,0.0,0.0,False,True
International Journal of Veterinary Science and Medicine,21,21.0,0.0,0.0,5.0,False,True
Biotechnology Notes,21,21.0,0.0,0.0,0.0,False,True
International Journal of Medical Robotics and Computer Assisted Surgery,21,19.0,2.0,0.0,6.0,False,True
African Journal of Thoracic and Critical Care Medicine,21,21.0,6.0,6.0,9.0,False,True
Journal of Cutaneous Pathology,21,15.0,7.0,1.0,5.0,False,True
Immunology and Cell Biology,21,16.0,5.0,0.0,3.0,False,True
Case Reports in Genetics,21,21.0,0.0,0.0,4.0,False,True
ASN NEURO,21,21.0,0.0,0.0,3.0,False,True
Luminescence,21,13.0,8.0,0.0,7.0,False,True
Research in Diagnostic and Interventional Imaging,21,21.0,0.0,0.0,0.0,False,True
Dermatologic Surgery,21,21.0,0.0,0.0,0.0,False,True
Cancer Pathogenesis and Therapy,21,21.0,0.0,0.0,0.0,False,True
Bioanalysis,20,20.0,0.0,0.0,4.0,False,True
Indian Pediatrics,20,1.0,19.0,0.0,1.0,False,True
International Archives of Allergy and Immunology,20,20.0,0.0,0.0,0.0,False,True
Foot & Ankle International,20,20.0,0.0,0.0,7.0,False,True
Journal of Community Psychology,20,17.0,4.0,1.0,3.0,False,True
JAMA Cardiology,20,20.0,0.0,0.0,0.0,False,True
Hippocampus,20,17.0,3.0,0.0,10.0,False,True
Veterinary Clinical Pathology,20,10.0,10.0,0.0,3.0,False,True
Canadian Prosthetics & Orthotics Journal,20,20.0,8.0,8.0,12.0,False,True
Nanotheranostics,20,20.0,0.0,0.0,0.0,False,True
Journal of Cancer Prevention,20,20.0,0.0,0.0,0.0,False,True
Lecture notes in computer science,20,18.0,3.0,1.0,1.0,False,True
Journal of Nursing Scholarship,20,17.0,5.0,2.0,6.0,False,True
The Journal of Antibiotics,20,13.0,18.0,11.0,13.0,False,True
Journal of Cerebral Blood Flow & Metabolism,20,18.0,2.0,0.0,14.0,False,True
Substance Abuse and Rehabilitation,20,20.0,6.0,6.0,9.0,False,True
ACS Sustainable Resource Management,20,20.0,0.0,0.0,1.0,False,True
Nursing Philosophy,20,17.0,4.0,1.0,5.0,False,True
Epidemics,20,20.0,0.0,0.0,0.0,False,True
encephalitis,20,20.0,6.0,6.0,6.0,False,True
Rambam Maimonides Medical Journal,20,20.0,0.0,0.0,0.0,False,True
Veterinary and Comparative Oncology,20,16.0,4.0,0.0,6.0,False,True
Clinical Trials,20,20.0,0.0,0.0,12.0,False,True
Urologia Internationalis,20,20.0,0.0,0.0,0.0,False,True
Interventional Cardiology Reviews Research Resources,20,20.0,0.0,0.0,0.0,False,True
Transfusion Medicine,20,14.0,6.0,0.0,3.0,False,True
Environmental Science Atmospheres,20,18.0,10.0,8.0,10.0,False,True
NeuroMolecular Medicine,20,20.0,14.0,14.0,20.0,False,True
Asian Journal of Transfusion Science,20,20.0,0.0,0.0,0.0,False,True
Klinische Monatsblätter für Augenheilkunde,20,19.0,10.0,9.0,15.0,False,True
Phytochemical Analysis,20,12.0,8.0,0.0,2.0,False,True
Berichte aus der medizinischen Informatik und Bioinformatik/Journal of integrative bioinformatics,20,18.0,15.0,13.0,13.0,False,True
Journal of NeuroInterventional Surgery,20,20.0,0.0,0.0,0.0,False,True
Lasers in Surgery and Medicine,20,16.0,5.0,1.0,6.0,False,True
American Journal of Hypertension,20,20.0,0.0,0.0,15.0,False,True
JASA Express Letters,20,20.0,0.0,0.0,0.0,False,True
Onderstepoort Journal of Veterinary Research,20,20.0,0.0,0.0,0.0,False,True
European Journal of Pediatric Surgery Reports,20,20.0,7.0,7.0,9.0,False,True
Zeitschrift für Gastroenterologie,20,8.0,18.0,6.0,7.0,False,True
International Journal of Therapeutic Massage & Bodywork Research Education & Practice,20,20.0,4.0,4.0,4.0,False,True
Case Reports in Veterinary Medicine,20,20.0,0.0,0.0,5.0,False,True
Journal of Obesity,20,20.0,0.0,0.0,1.0,False,True
Pigment Cell & Melanoma Research,20,18.0,2.0,0.0,5.0,False,True
Diseases of the Colon & Rectum,20,20.0,0.0,0.0,0.0,False,True
Neuropathology and Applied Neurobiology,20,17.0,4.0,1.0,11.0,False,True
Development & Reproduction,20,20.0,15.0,15.0,15.0,False,True
Biomaterial Investigations in Dentistry,20,20.0,13.0,13.0,20.0,False,True
Precision Radiation Oncology,20,20.0,0.0,0.0,7.0,False,True
Australian Veterinary Journal,20,14.0,6.0,0.0,3.0,False,True
Transgenic Research,20,18.0,16.0,14.0,18.0,False,True
World Journal of Nephrology,20,20.0,0.0,0.0,0.0,False,True
Folia Neuropathologica,20,0.0,20.0,0.0,0.0,False,True
Evolutionary Bioinformatics,20,20.0,0.0,0.0,9.0,False,True
Circulation Journal,20,0.0,20.0,0.0,0.0,False,True
General Thoracic and Cardiovascular Surgery,20,15.0,20.0,15.0,15.0,False,True
Medical Review,20,20.0,17.0,17.0,17.0,False,True
Documenta Ophthalmologica,20,19.0,16.0,15.0,19.0,False,True
Hong Kong Journal of Occupational Therapy,20,20.0,0.0,0.0,5.0,False,True
Journal of Pediatric Orthopaedics,20,20.0,0.0,0.0,0.0,False,True
Journal of Pregnancy,20,20.0,0.0,0.0,0.0,False,True
Magnetic Resonance in Chemistry,20,16.0,4.0,0.0,5.0,False,True
Journal of Biosocial Science,20,1.0,20.0,1.0,1.0,False,True
Addiction Neuroscience,20,19.0,1.0,0.0,0.0,False,True
Journal of Medical Toxicology,20,12.0,18.0,10.0,12.0,False,True
Scandinavian Journal of Child and Adolescent Psychiatry and Psychology,20,20.0,0.0,0.0,0.0,False,True
Ultrasound International Open,20,20.0,10.0,10.0,13.0,False,True
Journal of Leukocyte Biology,19,18.0,1.0,0.0,8.0,False,True
Local and Regional Anesthesia,19,19.0,5.0,5.0,7.0,False,True
The Lancet Planetary Health,19,19.0,0.0,0.0,0.0,False,True
The Cell Surface,19,19.0,0.0,0.0,0.0,False,True
Phenomics,19,9.0,15.0,5.0,9.0,False,True
Revista Colombiana de Obstetricia y Ginecología,19,19.0,12.0,12.0,15.0,False,True
Child and Adolescent Mental Health,19,18.0,2.0,1.0,10.0,False,True
American Journal of Physiology-Gastrointestinal and Liver Physiology,19,19.0,0.0,0.0,0.0,False,True
Circulation Cardiovascular Quality and Outcomes,19,18.0,2.0,1.0,1.0,False,True
Psychiatric Quarterly,19,11.0,18.0,10.0,11.0,False,True
Genes Chromosomes and Cancer,19,17.0,2.0,0.0,4.0,False,True
The British Journal for the History of Science,19,0.0,19.0,0.0,0.0,False,True
Journal of Computer-Aided Molecular Design,19,19.0,14.0,14.0,19.0,False,True
JAMA Internal Medicine,19,18.0,1.0,0.0,0.0,False,True
Brain & Neurorehabilitation,19,19.0,19.0,19.0,19.0,False,True
Behavioural and Cognitive Psychotherapy,19,1.0,19.0,1.0,1.0,False,True
Circulation Cardiovascular Imaging,19,19.0,0.0,0.0,1.0,False,True
Chemical Senses,19,18.0,2.0,1.0,14.0,False,True
Journal of Molecular Diagnostics,19,19.0,0.0,0.0,0.0,False,True
Journal of Medical Imaging and Radiation Oncology,19,14.0,7.0,2.0,8.0,False,True
Therapeutic Advances in Cardiovascular Disease,19,19.0,0.0,0.0,6.0,False,True
Personality and Mental Health,19,18.0,1.0,0.0,8.0,False,True
Journal of Prosthodontic Research,19,0.0,19.0,0.0,0.0,False,True
Pathology International,19,19.0,4.0,4.0,13.0,False,True
Cambridge Prisms Extinction,19,19.0,1.0,1.0,6.0,False,True
Communicative & Integrative Biology,19,19.0,0.0,0.0,13.0,False,True
Environmental Research Letters,19,19.0,0.0,0.0,0.0,False,True
Immunogenetics,19,19.0,15.0,15.0,19.0,False,True
Journal of Research in Pharmacy Practice,19,19.0,0.0,0.0,0.0,False,True
SSM - Mental Health,19,19.0,0.0,0.0,0.0,False,True
Circulation Genomic and Precision Medicine,19,19.0,0.0,0.0,1.0,False,True
Molecular and Cellular Biology,19,15.0,4.0,0.0,5.0,False,True
Therapeutic Apheresis and Dialysis,19,10.0,11.0,2.0,5.0,False,True
Antonie van Leeuwenhoek,19,18.0,18.0,17.0,18.0,False,True
Channels,19,19.0,0.0,0.0,13.0,False,True
Immunology,19,13.0,7.0,1.0,7.0,False,True
Veterinary Medicine Research and Reports,19,19.0,2.0,2.0,3.0,False,True
Medicines,19,19.0,6.0,6.0,15.0,False,True
The International Journal of Artificial Organs,19,18.0,1.0,0.0,8.0,False,True
Current Research in Neurobiology,19,19.0,0.0,0.0,0.0,False,True
Kidney & Blood Pressure Research,19,19.0,0.0,0.0,0.0,False,True
American Journal Of Pathology,19,19.0,0.0,0.0,0.0,False,True
The Thoracic and Cardiovascular Surgeon,19,14.0,13.0,8.0,8.0,False,True
Journal of Hand Surgery (European Volume),19,19.0,0.0,0.0,8.0,False,True
Frontiers in Bioscience-Scholar,19,1.0,19.0,1.0,1.0,False,True
European Heart Journal Acute Cardiovascular Care,19,19.0,0.0,0.0,13.0,False,True
Journal of Pharmacy & Pharmaceutical Sciences,19,19.0,0.0,0.0,0.0,False,True
Journal of Respiratory Biology and Translational Medicine,19,19.0,0.0,0.0,0.0,False,True
Cardiovascular Drugs and Therapy,19,0.0,19.0,0.0,0.0,False,True
Dentomaxillofacial Radiology,19,19.0,0.0,0.0,11.0,False,True
Optometry and Vision Science,19,19.0,0.0,0.0,0.0,False,True
Journal of Medical Ultrasonics,19,19.0,17.0,17.0,19.0,False,True
American Journal of Nephrology,19,19.0,0.0,0.0,0.0,False,True
Journal of Evidence-Based Integrative Medicine,19,19.0,0.0,0.0,3.0,False,True
Pharmaceutical Medicine,19,18.0,15.0,14.0,18.0,False,True
AIDS Research and Treatment,18,18.0,0.0,0.0,4.0,False,True
Philosophy Ethics and Humanities in Medicine,18,18.0,13.0,13.0,18.0,False,True
Journal of AOAC International,18,18.0,0.0,0.0,12.0,False,True
Pharmacotherapy The Journal of Human Pharmacology and Drug Therapy,18,15.0,3.0,0.0,6.0,False,True
Clinical Medicine Insights Cardiology,18,18.0,0.0,0.0,6.0,False,True
Journal of Perinatal Medicine,18,0.0,18.0,0.0,0.0,False,True
Integrated Environmental Assessment and Management,18,13.0,5.0,0.0,13.0,False,True
Case Reports in Radiology,18,18.0,1.0,1.0,12.0,False,True
Nature Machine Intelligence,18,16.0,12.0,10.0,16.0,False,True
Journal of Prosthodontics,18,12.0,8.0,2.0,6.0,False,True
Ibrain,18,18.0,3.0,3.0,12.0,False,True
American Journal of Clinical Dermatology,18,16.0,17.0,15.0,16.0,False,True
Oncology Research and Treatment,18,18.0,0.0,0.0,0.0,False,True
European Heart Journal - Quality of Care and Clinical Outcomes,18,18.0,0.0,0.0,15.0,False,True
Developmental Neuroscience,18,18.0,0.0,0.0,0.0,False,True
Turkish Journal of Pathology,18,18.0,0.0,0.0,0.0,False,True
Journal of West African College of Surgeons,18,18.0,0.0,0.0,0.0,False,True
Chemical Biology & Drug Design,18,17.0,2.0,1.0,9.0,False,True
Acta odontológica latinoamericana/Acta odontológica latinoamericana,18,18.0,0.0,0.0,0.0,False,True
Clinical Nuclear Medicine,18,18.0,0.0,0.0,0.0,False,True
Mammalian Genome,18,14.0,16.0,12.0,14.0,False,True
Molecular Informatics,18,17.0,1.0,0.0,2.0,False,True
Social Science & Medicine,18,18.0,0.0,0.0,0.0,False,True
Asia-Pacific Journal of Clinical Oncology,18,12.0,6.0,0.0,5.0,False,True
Toxicology Research,18,18.0,0.0,0.0,6.0,False,True
Science Translational Medicine,18,13.0,6.0,1.0,1.0,False,True
Psychotherapy and Psychosomatics,18,18.0,0.0,0.0,0.0,False,True
Journal of Cataract & Refractive Surgery,18,18.0,0.0,0.0,0.0,False,True
Engineering Microbiology,18,18.0,0.0,0.0,0.0,False,True
Zoonoses and Public Health,18,15.0,3.0,0.0,0.0,False,True
AORN Journal,18,0.0,18.0,0.0,0.0,False,True
Aggressive Behavior,18,14.0,4.0,0.0,9.0,False,True
Microsurgery,18,14.0,4.0,0.0,3.0,False,True
Geospatial health,18,1.0,17.0,0.0,0.0,False,True
Swiss Journal of Palaeontology,18,18.0,12.0,12.0,18.0,False,True
International journal of psychological research,18,18.0,0.0,0.0,0.0,False,True
VirusDisease,18,1.0,18.0,1.0,1.0,False,True
American Journal of Hospice and Palliative Medicine®,18,18.0,0.0,0.0,11.0,False,True
Biomaterials and Biosystems,18,18.0,0.0,0.0,0.0,False,True
Journal of Veterinary Emergency and Critical Care,18,9.0,9.0,0.0,3.0,False,True
The Journal of Strength and Conditioning Research,18,18.0,0.0,0.0,0.0,False,True
The Yale Journal of Biology and Medicine,18,18.0,0.0,0.0,0.0,False,True
Retrovirology,18,18.0,12.0,12.0,18.0,False,True
Journal of Environmental Health Science and Engineering,18,4.0,18.0,4.0,4.0,False,True
American Journal of Clinical Pathology,18,17.0,1.0,0.0,7.0,False,True
Molecular Diagnosis & Therapy,18,17.0,17.0,16.0,17.0,False,True
Health and Social Care Delivery Research,18,0.0,18.0,0.0,0.0,False,True
Fetal Diagnosis and Therapy,18,18.0,0.0,0.0,0.0,False,True
Brazilian Journal of Physical Therapy,18,18.0,0.0,0.0,0.0,False,True
The Indian Journal of Pediatrics,18,5.0,18.0,5.0,5.0,False,True
The Pharmacogenomics Journal,18,15.0,14.0,11.0,15.0,False,True
Social Studies of Science,18,18.0,0.0,0.0,7.0,False,True
Biochemistry (Moscow),18,0.0,18.0,0.0,0.0,False,True
Animal Genetics,18,16.0,2.0,0.0,5.0,False,True
International Journal of Dental Hygiene,18,15.0,3.0,0.0,0.0,False,True
IUBMB Life,18,15.0,3.0,0.0,2.0,False,True
Social History of Medicine,18,18.0,0.0,0.0,10.0,False,True
British Journal of Mathematical and Statistical Psychology,18,12.0,8.0,2.0,3.0,False,True
American Journal of Perinatology,18,12.0,11.0,5.0,6.0,False,True
International Journal of Hepatology,18,18.0,0.0,0.0,4.0,False,True
Neural Plasticity,18,18.0,0.0,0.0,4.0,False,True
Audiology and Neurotology,18,18.0,0.0,0.0,0.0,False,True
Synthese,18,18.0,13.0,13.0,18.0,False,True
Annals of Clinical Epidemiology,18,18.0,0.0,0.0,2.0,False,True
Medical and Veterinary Entomology,18,14.0,4.0,0.0,3.0,False,True
Biomedical Chromatography,18,13.0,6.0,1.0,7.0,False,True
Quantitative Plant Biology,18,18.0,1.0,1.0,2.0,False,True
Journal of Glaucoma,17,17.0,0.0,0.0,0.0,False,True
Journal of Mood and Anxiety Disorders,17,17.0,0.0,0.0,0.0,False,True
Neuroendocrinology,17,17.0,0.0,0.0,0.0,False,True
Endokrynologia Polska,17,0.0,17.0,0.0,0.0,False,True
Biostatistics,17,15.0,2.0,0.0,6.0,False,True
Advances in Virology,17,17.0,0.0,0.0,4.0,False,True
NAR Molecular Medicine,17,17.0,0.0,0.0,11.0,False,True
