funder_name,country,total_articles,open_data_articles,open_code_articles,open_data_pct,open_code_pct,funder_type,funder_id,is_alias_group,pdf_covered,xml_only,aggregated_works_count,corrected_od,corrected_pct,ci_lo_pct,ci_hi_pct
Atatürk Üniversitesi,Turkey,131,5,0,3.8,0.0,,F4320323027,False,37,94,1954,5.0,3.8,3.8,4.0
Univerzita Hradec Králové,Czech Republic,104,4,4,3.8,3.8,,F4320318242,False,5,99,723,4.0,3.8,3.8,3.8
University of Rwanda,RW,185,7,1,3.8,0.5,,F4320317483,False,10,175,1005,7.0,3.8,3.8,3.8
Foundation for Distinguished Young Talents in Higher Education of Guangdong,China,106,4,0,3.8,0.0,,F4320327517,False,0,106,820,4.0,3.8,3.8,3.8
Merck Sharp and Dohme,UK,888,34,18,3.8,2.0,,F4320332932,False,38,850,5682,34.0,3.8,3.8,3.8
"Materials Research Science and Engineering Center, Harvard University",USA,886,34,24,3.8,2.7,,F4320333422,False,41,845,10858,34.0,3.8,3.8,3.8
University Hospitals Bristol NHS Foundation Trust,UK,636,24,35,3.8,5.5,,F4320313311,False,16,620,1417,24.0,3.8,3.8,3.8
Ditmanson Medical Foundation Chia-Yi Christian Hospital,Taiwan,183,7,2,3.8,1.1,,F4320327650,False,5,178,527,7.0,3.8,3.8,3.8
Ministry of SMEs and Startups,Korea,399,15,6,3.8,1.5,,F4320327819,False,24,375,2664,15.0,3.8,3.8,3.8
Sächsische Aufbaubank,Germany,132,5,4,3.8,3.0,,F4320323752,False,9,123,688,5.0,3.8,3.8,3.8
"Division of Electrical, Communications and Cyber Systems",USA,1483,57,29,3.8,2.0,,F4320337392,False,71,1412,16420,57.0,3.8,3.8,3.8
University of Maiduguri,NG,186,7,3,3.8,1.6,,F4320332135,False,18,168,3,7.0,3.8,3.8,3.8
Yonsei University College of Medicine,Korea,1414,54,21,3.8,1.5,,F4320335295,False,61,1353,4343,54.0,3.8,3.8,3.8
Nottingham University Hospitals NHS Trust,UK,239,9,10,3.8,4.2,,F4320312714,False,8,231,572,9.0,3.8,3.8,3.8
Vysoké Učení Technické v Brně,Czech Republic,157,6,5,3.8,3.2,,F4320322748,False,17,140,2653,6.0,3.8,3.8,3.8
London School of Hygiene and Tropical Medicine,UK,2420,92,86,3.8,3.6,,F4320311430,False,76,2344,6447,92.0,3.8,3.8,3.8
"Agenzia Italiana del Farmaco, Ministero della Salute",Italy,400,15,9,3.8,2.2,,F4320334846,False,14,386,1154,15.0,3.8,3.8,3.8
Hanyang University,Korea,575,22,8,3.8,1.4,,F4320321142,False,26,549,4811,22.0,3.8,3.8,3.8
Gazi Üniversitesi,Turkey,213,8,4,3.8,1.9,,F4320321861,False,32,181,3887,8.0,3.8,3.8,3.8
National Institute for Health Research Applied Research Collaboration West,UK,418,16,15,3.8,3.6,,F4320337232,False,25,393,557,23.085068668541112,5.5,5.4,5.7
Ariad Pharmaceuticals,USA,106,4,2,3.8,1.9,,F4320309021,False,4,102,823,4.0,3.8,3.8,3.8
Murata Science Foundation,Japan,208,8,1,3.8,0.5,,F4320325282,False,14,194,2855,8.0,3.8,3.8,3.8
China Meteorological Administration,China,104,4,4,3.8,3.8,,F4320321569,False,4,100,2924,4.0,3.8,3.8,3.8
Center for Tobacco Products,USA,292,11,9,3.8,3.1,,F4320337661,False,11,281,1558,11.0,3.8,3.8,3.8
Ministry of Knowledge Economy,Korea,368,14,4,3.8,1.1,,F4320321640,False,0,368,8216,14.0,3.8,3.8,3.8
Cerebral Palsy Alliance,Australia,131,5,0,3.8,0.0,,F4320331572,False,5,126,366,5.0,3.8,3.8,3.8
Kaohsiung Medical University,Taiwan,1435,55,15,3.8,1.0,,F4320322811,False,46,1389,3959,55.0,3.8,3.8,3.8
Hebei Province Medical Science Research Key Project,China,106,4,3,3.8,2.8,,F4320328875,False,20,86,161,4.80139333705298,4.5,4.4,4.7
"China Medical University, Taiwan",Taiwan,405,15,8,3.7,2.0,,F4320327652,False,17,388,1125,15.0,3.7,3.7,3.7
Guangdong Office of Philosophy and Social Science,China,108,4,2,3.7,1.9,,F4320326679,False,16,92,785,4.0,3.7,3.7,3.7
Judith Jane Mason and Harold Stannett Williams Memorial Foundation,Australia,136,5,8,3.7,5.9,,F4320310746,False,2,134,376,5.0,3.7,3.7,3.7
Kanazawa Medical University,Japan,243,9,2,3.7,0.8,,F4320322311,False,4,239,1007,9.0,3.7,3.7,3.7
American College of Surgeons,USA,161,6,2,3.7,1.2,,F4320308356,False,7,154,1861,6.0,3.7,3.7,3.7
Chungnam National University Hospital,Korea,271,10,6,3.7,2.2,,F4320324569,False,13,258,695,10.0,3.7,3.7,3.7
Institute of Population and Public Health,Canada,245,9,7,3.7,2.9,,F4320338071,False,4,241,1077,9.0,3.7,3.7,3.7
"Ministerio de Sanidad, Consumo y Bienestar Social",Spain,107,4,3,3.7,2.8,,F4320316381,False,5,102,451,4.0,3.7,3.7,3.7
Yen Tjing Ling Medical Foundation,Taiwan,163,6,3,3.7,1.8,,F4320324350,False,16,147,530,6.0,3.7,3.7,3.7
Zhejiang Traditional Chinese Medicine Administration,China,245,9,2,3.7,0.8,,F4320335784,False,16,229,671,9.0,3.7,3.7,3.7
National Heart Foundation of Australia,Australia,1359,50,32,3.7,2.4,,F4320320442,False,34,1325,5484,50.0,3.7,3.7,3.7
Universitätsklinikum Heidelberg,Germany,781,29,25,3.7,3.2,,F4320330130,False,167,614,1219,29.0,3.7,3.7,3.7
"Istituto Nazionale di Alta Matematica ""Francesco Severi""",Italy,215,8,23,3.7,10.7,,F4320311030,False,19,196,7620,8.0,3.7,3.7,3.7
Ministère de la Santé,TN,301,11,5,3.7,1.7,,F4320322807,False,12,289,1145,11.0,3.7,3.7,3.7
Kyowa Hakko Kirin,Japan,326,12,8,3.7,2.5,,F4320322359,False,10,316,1278,12.0,3.7,3.7,3.7
Diabetes Australia Research Trust,Australia,162,6,4,3.7,2.5,,F4320310741,False,4,158,673,6.0,3.7,3.7,3.7
Sociedade Beneficente Israelita Brasileira Albert Einstein,Brazil,135,5,3,3.7,2.2,,F4320324628,False,6,129,447,5.0,3.7,3.7,3.7
Seoul National University Hospital,Korea,1354,50,28,3.7,2.1,,F4320322557,False,94,1260,4816,50.0,3.7,3.7,3.7
National Health and Family Planning Commission of the People's Republic of China,China,834,31,4,3.7,0.5,,F4320322735,False,8,826,2027,31.0,3.7,3.7,3.7
Hyogo College of Medicine,Japan,241,9,2,3.7,0.8,,F4320323453,False,4,237,981,9.0,3.7,3.7,3.7
Forskningsrådet i Sydöstra Sverige,Sweden,493,18,12,3.7,2.4,,F4320312350,False,26,467,1421,18.0,3.7,3.7,3.7
Wenzhou University,China,108,4,0,3.7,0.0,,F4320324806,False,4,104,792,4.0,3.7,3.7,3.7
Maastricht Universitair Medisch Centrum,Netherlands,537,20,16,3.7,3.0,,F4320322712,False,22,515,1383,20.0,3.7,3.7,3.7
Taipei Medical University Hospital,Taiwan,298,11,3,3.7,1.0,,F4320335511,False,9,289,819,11.0,3.7,3.7,3.7
Beijing University of Technology,China,135,5,1,3.7,0.7,,F4320321913,False,4,131,2727,5.0,3.7,3.7,3.7
Universitas Gadjah Mada,ID,433,16,5,3.7,1.2,,F4320327626,False,16,417,7083,16.0,3.7,3.7,3.7
Universitas Indonesia,ID,684,25,12,3.7,1.8,,F4320323819,False,23,661,10512,25.0,3.7,3.7,3.7
London Health Sciences Centre,Canada,135,5,3,3.7,2.2,,F4320310898,False,5,130,754,5.0,3.7,3.7,3.7
Procter and Gamble,USA,162,6,5,3.7,3.1,,F4320307799,False,1,161,2536,6.0,3.7,3.7,3.7
American Chemical Society Petroleum Research Fund,USA,484,18,7,3.7,1.4,,F4320332454,False,14,470,19826,18.0,3.7,3.7,3.7
Chinese Medical Association,China,380,14,4,3.7,1.1,,F4320324095,False,14,366,1090,14.0,3.7,3.7,3.7
"Medizinischen Fakultät Heidelberg, Universität Heidelberg",Germany,347,13,13,3.7,3.7,,F4320335495,False,74,273,144,13.0,3.7,3.7,3.7
Academic Medical Organization of Southwestern Ontario,Canada,108,4,3,3.7,2.8,,F4320312153,False,6,102,462,4.0,3.7,3.7,3.7
China Three Gorges University,China,110,4,1,3.6,0.9,,F4320321546,False,9,101,1319,4.0,3.6,3.6,3.6
World Health Organization,Switzerland,6876,246,129,3.6,1.9,,F4320307856,False,190,6686,33010,246.0,3.6,3.6,3.6
Binzhou Medical University,China,224,8,5,3.6,2.2,,F4320324321,False,13,211,633,8.0,3.6,3.6,3.6
Eisai Canada,Canada,111,4,4,3.6,3.6,,F4320332097,False,9,102,153,4.0,3.6,3.6,3.6
Metro North Hospital and Health Service,Australia,110,4,6,3.6,5.5,,F4320334144,False,6,104,409,4.0,3.6,3.6,3.6
National Chiao Tung University,Taiwan,391,14,8,3.6,2.0,,F4320323443,False,37,354,4024,14.0,3.6,3.6,3.6
Hellenic Academic Libraries Link,Greece,196,7,5,3.6,2.6,,F4320318628,False,32,164,841,7.0,3.6,3.6,3.6
"Ministarstvo Znanosti, Obrazovanja i Sporta",HR,138,5,1,3.6,0.7,,F4320323977,False,7,131,385,5.0,3.6,3.6,3.6
National Rehabilitation Center,Korea,112,4,2,3.6,1.8,,F4320322057,False,5,107,444,4.0,3.6,3.6,3.6
Wuhan National Laboratory for Optoelectronics,China,279,10,6,3.6,2.2,,F4320325104,False,14,265,1408,10.0,3.6,3.6,3.6
"Ministry of Health, Uganda",UG,140,5,0,3.6,0.0,,F4320329012,False,4,136,283,5.0,3.6,3.6,3.6
National Healthcare Group,Singapore,140,5,9,3.6,6.4,,F4320326621,False,6,134,552,5.0,3.6,3.6,3.6
Fonds de dotation CSL Behring pour la recherche,France,111,4,2,3.6,1.8,,F4320328394,False,13,98,34,4.0,3.6,3.6,3.6
General Insurance Association of Japan,Japan,111,4,2,3.6,1.8,,F4320327211,False,8,103,327,4.0,3.6,3.6,3.6
Nordea-fonden,Denmark,276,10,6,3.6,2.2,,F4320322918,False,12,264,959,10.0,3.6,3.6,3.6
"Institute of Human Development, Child and Youth Health",Canada,140,5,1,3.6,0.7,,F4320338066,False,3,137,417,5.0,3.6,3.6,3.6
European Academy of Allergy and Clinical Immunology,Switzerland,138,5,2,3.6,1.4,,F4320327298,False,1,137,608,5.0,3.6,3.6,3.6
Taif University,Saudi Arabia,1205,43,13,3.6,1.1,,F4320323722,False,43,1162,8302,43.0,3.6,3.6,3.6
Institute for Information and Communications Technology Promotion,Korea,1531,53,92,3.5,6.0,,F4320335489,False,110,1421,15766,53.0,3.5,3.5,3.5
Atlantic Philanthropies,USA,226,8,8,3.5,3.5,,F4320307859,False,3,223,1055,8.0,3.5,3.5,3.5
Ministerie van Buitenlandse Zaken,Netherlands,229,8,6,3.5,2.6,,F4320324643,False,8,221,894,8.0,3.5,3.5,3.5
Qassim University,Saudi Arabia,426,15,3,3.5,0.7,,F4320324403,False,28,398,2778,15.0,3.5,3.5,3.5
Associação Fundo de Incentivo à Pesquisa,Brazil,199,7,1,3.5,0.5,,F4320323756,False,2,197,1425,7.0,3.5,3.5,3.5
"Global Fund to Fight AIDS, Tuberculosis and Malaria",Switzerland,994,35,14,3.5,1.4,,F4320307851,False,34,960,2706,35.0,3.5,3.5,3.5
China Medical University,China,3416,120,55,3.5,1.6,,F4320324301,False,94,3322,8544,120.0,3.5,3.5,3.5
Hersenstichting,Netherlands,432,15,14,3.5,3.2,,F4320325060,False,14,418,1160,15.0,3.5,3.5,3.5
Debre Tabor University,ET,142,5,10,3.5,7.0,,F4320331587,False,4,138,405,5.0,3.5,3.5,3.5
Helmholtz-Zentrum Dresden-Rossendorf,Germany,141,5,1,3.5,0.7,,F4320328631,False,8,133,1150,5.0,3.5,3.5,3.5
Qingdao Key Health Discipline Development Fund,China,113,4,0,3.5,0.0,,F4320319087,False,13,100,267,4.0,3.5,3.5,3.5
Center for International Health,Germany,114,4,4,3.5,3.5,,F4320335355,False,0,114,262,4.0,3.5,3.5,3.5
Royal College of Surgeons of England,UK,426,15,11,3.5,2.6,,F4320320014,False,19,407,1610,15.0,3.5,3.5,3.5
"South Carolina Clinical and Translational Research Institute, Medical University of South Carolina",USA,114,4,10,3.5,8.8,,F4320333850,False,5,109,446,4.0,3.5,3.5,3.5
Sanofi Genzyme,USA,631,22,17,3.5,2.7,,F4320333587,False,30,601,2627,22.0,3.5,3.5,3.5
Universitätsklinikum Köln,Germany,775,27,11,3.5,1.4,,F4320327730,False,135,640,1269,27.0,3.5,3.5,3.5
"Chang Gung Memorial Hospital, Linkou",Taiwan,1170,41,12,3.5,1.0,,F4320323441,False,31,1139,3045,41.0,3.5,3.5,3.5
Academisch Medisch Centrum,Netherlands,200,7,1,3.5,0.5,,F4320321768,False,4,196,388,7.0,3.5,3.5,3.5
Fondazione Cassa di Risparmio di Perugia,Italy,142,5,1,3.5,0.7,,F4320322672,False,2,140,778,5.0,3.5,3.5,3.5
American Society of Nephrology,USA,426,15,10,3.5,2.3,,F4320306605,False,7,419,2908,15.0,3.5,3.5,3.5
Cure Kids,New Zealand,147,5,1,3.4,0.7,,F4320320779,False,6,141,447,5.0,3.4,3.4,3.4
Center for Neuroscience and Regenerative Medicine,USA,116,4,3,3.4,2.6,,F4320333428,False,18,98,1339,4.0,3.4,3.4,3.4
Renmin University of China,China,326,11,6,3.4,1.8,,F4320322499,False,17,309,3314,11.0,3.4,3.4,3.4
Ono Pharmaceutical,Japan,494,17,13,3.4,2.6,,F4320327845,False,22,472,2974,17.0,3.4,3.4,3.4
National Academy of Sciences of Ukraine,UA,407,14,4,3.4,1.0,,F4320322850,False,14,393,8246,14.0,3.4,3.4,3.4
Epilepsy Foundation,USA,119,4,7,3.4,5.9,,F4320306684,False,0,119,1534,4.0,3.4,3.4,3.4
American Psychological Association,USA,117,4,0,3.4,0.0,,F4320309001,False,5,112,3478,4.0,3.4,3.4,3.4
Arthritis Society,Canada,413,14,13,3.4,3.1,,F4320319925,False,16,397,2307,14.0,3.4,3.4,3.4
Canadian Arthritis Network,Canada,118,4,3,3.4,2.5,,F4320338092,False,0,118,768,4.0,3.4,3.4,3.4
"Institute of Psychiatry, Psychology and Neuroscience, King’s College London",UK,328,11,13,3.4,4.0,,F4320333496,False,13,315,655,11.0,3.4,3.4,3.4
Islamic Azad University,Iran,680,23,11,3.4,1.6,,F4320321389,False,17,663,10689,23.0,3.4,3.4,3.4
PharmaMar,Spain,148,5,3,3.4,2.0,,F4320327811,False,9,139,1003,5.0,3.4,3.4,3.4
Region Sjælland,Denmark,237,8,1,3.4,0.4,,F4320325785,False,24,213,797,8.0,3.4,3.4,3.4
Paracelsus Medizinische Privatuniversität,Austria,413,14,4,3.4,1.0,,F4320327318,False,30,383,885,14.0,3.4,3.4,3.4
Parkinson Vereniging,Netherlands,118,4,9,3.4,7.6,,F4320328183,False,8,110,601,4.0,3.4,3.4,3.4
CSL Behring,USA,817,28,20,3.4,2.4,,F4320310420,False,45,772,4081,28.0,3.4,3.4,3.4
Alzheimer Nederland,Netherlands,441,15,20,3.4,4.5,,F4320326729,False,29,412,1199,15.0,3.4,3.4,3.4
Chang Gung Medical Foundation,Taiwan,4327,148,32,3.4,0.7,,F4320322767,False,117,4210,11543,148.0,3.4,3.4,3.4
United Kingdom Clinical Research Collaboration,UK,1145,39,26,3.4,2.3,,F4320312775,False,12,1133,1998,39.0,3.4,3.4,3.4
Korea University Guro Hospital,Korea,145,5,3,3.4,2.1,,F4320316534,False,6,139,408,5.0,3.4,3.4,3.4
Korea Institute of Oriental Medicine,Korea,1021,35,8,3.4,0.8,,F4320322113,False,20,1001,2281,35.0,3.4,3.4,3.4
Beijing National Laboratory for Molecular Sciences,China,178,6,2,3.4,1.1,,F4320338253,False,14,164,1527,6.521847394714854,3.7,3.5,3.9
National Imaging Facility,Australia,176,6,11,3.4,6.2,,F4320315914,False,3,173,577,6.0,3.4,3.4,3.4
Singapore University of Technology and Design,Singapore,146,5,2,3.4,1.4,,F4320324110,False,6,140,1942,5.0,3.4,3.4,3.4
BeiGene,China,178,6,7,3.4,3.9,,F4320317235,False,25,153,1466,6.0,3.4,3.4,3.4
Direktör Albert Påhlssons Stiftelse,Sweden,177,6,0,3.4,0.0,,F4320323689,False,6,171,403,6.0,3.4,3.4,3.4
Bupa Foundation,UK,292,10,2,3.4,0.7,,F4320320059,False,1,291,799,10.0,3.4,3.4,3.4
"Division of Civil, Mechanical and Manufacturing Innovation",USA,1520,52,68,3.4,4.5,,F4320337391,False,56,1464,19893,52.0,3.4,3.4,3.4
"Centro de Investigación Biomédica en Red en Bioingeniería, Biomateriales y Nanomedicina",Spain,380,13,14,3.4,3.7,,F4320323089,False,12,368,1582,13.0,3.4,3.4,3.4
Kerman University of Medical Sciences,Iran,523,18,10,3.4,1.9,,F4320322776,False,27,496,2350,18.0,3.4,3.4,3.4
"Center for AIDS Research, Johns Hopkins University",USA,121,4,3,3.3,2.5,,F4320334051,False,15,106,326,4.0,3.3,3.3,3.4
Laserlab-Europe,,215,7,3,3.3,1.4,,F4320315990,False,8,207,1525,7.0,3.3,3.3,3.3
Royan Institute,Iran,240,8,4,3.3,1.7,,F4320322998,False,8,232,1076,8.0,3.3,3.3,3.3
Iran University of Medical Sciences,Iran,1142,38,22,3.3,1.9,,F4320313199,False,48,1094,4723,38.0,3.3,3.3,3.3
Ardabil University of Medical Sciences,Iran,121,4,0,3.3,0.0,,F4320324013,False,16,105,900,4.0,3.3,3.3,3.3
Instituto Milenio en Inmunología e Inmunoterapia,CL,153,5,1,3.3,0.7,,F4320328212,False,8,145,487,5.0,3.3,3.3,3.3
Australian National Fabrication Facility,Australia,395,13,5,3.3,1.3,,F4320310184,False,17,378,3623,13.0,3.3,3.3,3.3
Science Challenge Project,China,150,5,1,3.3,0.7,,F4320336025,False,0,150,3535,5.0,3.3,3.3,3.3
Fundação Instituto de Pesquisas Econômicas,Brazil,541,18,5,3.3,0.9,,F4320324374,False,12,529,2467,18.0,3.3,3.3,3.3
Ministry of Health and Family Welfare,India,509,17,2,3.3,0.4,,F4320324333,False,24,485,1824,17.0,3.3,3.3,3.3
BioMarin Pharmaceutical,USA,183,6,3,3.3,1.6,,F4320310557,False,7,176,669,6.0,3.3,3.3,3.3
Hamad Medical Corporation,QA,662,22,11,3.3,1.7,,F4320310110,False,50,612,1578,22.0,3.3,3.3,3.3
Nanjing University of Posts and Telecommunications,China,121,4,1,3.3,0.8,,F4320323268,False,8,113,2664,4.0,3.3,3.3,3.3
Socialdepartementet,Sweden,210,7,7,3.3,3.3,,F4320323244,False,8,202,957,7.0,3.3,3.3,3.3
Kermanshah University of Medical Sciences,Iran,691,23,17,3.3,2.5,,F4320323227,False,37,654,2622,23.0,3.3,3.3,3.3
Shahroud University of Medical Sciences,Iran,120,4,3,3.3,2.5,,F4320322531,False,10,110,448,4.0,3.3,3.3,3.3
Ege Üniversitesi,Turkey,247,8,1,3.2,0.4,,F4320321656,False,30,217,3936,8.0,3.2,3.2,3.2
H2020 Future and Emerging Technologies,,739,24,30,3.2,4.1,,F4320338336,False,12,727,2738,24.0,3.2,3.2,3.2
King Fahd University of Petroleum and Minerals,Saudi Arabia,314,10,6,3.2,1.9,,F4320322323,False,11,303,11244,10.0,3.2,3.2,3.2
Hyderabad Eye Research Foundation,India,157,5,0,3.2,0.0,,F4320323449,False,5,152,1134,5.0,3.2,3.2,3.2
Stockholm läns landsting,Sweden,730,23,20,3.2,2.7,,F4320327237,False,29,701,167,23.0,3.2,3.2,3.2
Silesian University of Technology,Poland,497,16,16,3.2,3.2,,F4320324727,False,24,473,2993,16.0,3.2,3.2,3.2
Majmaah University,Saudi Arabia,221,7,4,3.2,1.8,,F4320324553,False,7,214,1873,7.0,3.2,3.2,3.2
"Deanship of Research, Jordan University of Science and Technology",JO,124,4,0,3.2,0.0,,F4320336727,False,9,115,638,4.95139820255678,4.0,3.9,4.1
Shin Kong Wu Ho-Su Memorial Hospital,Taiwan,190,6,0,3.2,0.0,,F4320322544,False,10,180,559,6.0,3.2,3.2,3.2
King Fahad Medical City,Saudi Arabia,185,6,3,3.2,1.6,,F4320327200,False,4,181,510,6.0,3.2,3.2,3.2
Brain Research Trust,UK,251,8,8,3.2,3.2,,F4320320072,False,1,250,795,8.0,3.2,3.2,3.2
Riksförbundet HjärtLung,Sweden,156,5,2,3.2,1.3,,F4320318514,False,6,150,464,5.0,3.2,3.2,3.2
Hamilton Health Sciences,Canada,316,10,6,3.2,1.9,,F4320310452,False,10,306,1020,10.0,3.2,3.2,3.2
Helwan University,EG,188,6,1,3.2,0.5,,F4320322165,False,62,126,697,8.36149893872182,4.4,4.2,4.7
Dankook University,Korea,281,9,3,3.2,1.1,,F4320321209,False,6,275,1858,9.0,3.2,3.2,3.2
Universitätsklinikum Erlangen,Germany,438,14,13,3.2,3.0,,F4320330129,False,115,323,707,14.0,3.2,3.2,3.2
Dongguk University,Korea,277,9,3,3.2,1.1,,F4320321213,False,7,270,2088,9.0,3.2,3.2,3.2
Nanjing Tech University,China,124,4,0,3.2,0.0,,F4320324983,False,4,120,1880,4.0,3.2,3.2,3.2
Wenzhou Municipal Science and Technology Bureau,China,895,29,18,3.2,2.0,,F4320324224,False,61,834,2912,29.0,3.2,3.2,3.2
Mylan,USA,408,13,6,3.2,1.5,,F4320316473,False,14,394,2011,13.0,3.2,3.2,3.2
National Cheng Kung University Hospital,Taiwan,774,25,6,3.2,0.8,,F4320322933,False,32,742,2421,25.0,3.2,3.2,3.2
Konkuk University,Korea,907,29,6,3.2,0.7,,F4320321372,False,28,879,5062,29.0,3.2,3.2,3.2
Hormozgan University of Medical Sciences,Iran,190,6,2,3.2,1.1,,F4320327362,False,12,178,623,6.0,3.2,3.2,3.2
Covenant University,NG,310,10,2,3.2,0.6,,F4320323779,False,5,305,2131,10.0,3.2,3.2,3.2
Jichi Medical University,Japan,370,12,0,3.2,0.0,,F4320322299,False,10,360,1127,12.0,3.2,3.2,3.2
Hjerteforeningen,Denmark,446,14,5,3.1,1.1,,F4320309763,False,16,430,2856,14.0,3.1,3.1,3.1
Työsuojelurahasto,Finland,287,9,5,3.1,1.7,,F4320321729,False,4,283,1667,9.0,3.1,3.1,3.1
"Deputy for Research and Technology, Kermanshah University of Medical Sciences",Iran,131,4,1,3.1,0.8,,F4320335810,False,2,129,328,4.0,3.1,3.1,3.1
Takeda Pharmaceuticals U.S.A.,USA,324,10,8,3.1,2.5,,F4320310030,False,14,310,1119,10.0,3.1,3.1,3.1
University of Ulsan,Korea,163,5,2,3.1,1.2,,F4320321309,False,3,160,1563,5.0,3.1,3.1,3.1
Jazz Pharmaceuticals,Ireland,259,8,3,3.1,1.2,,F4320312570,False,18,241,1449,8.0,3.1,3.1,3.1
Royal College of Surgeons in Ireland,Ireland,549,17,11,3.1,2.0,,F4320313911,False,55,494,1936,17.0,3.1,3.1,3.1
Universidade Federal da Paraíba,Brazil,161,5,3,3.1,1.9,,F4320330029,False,7,154,2558,5.0,3.1,3.1,3.1
"Vice-Chancellor for Research, Shiraz University of Medical Sciences",Iran,193,6,1,3.1,0.5,,F4320327765,False,13,180,562,6.0,3.1,3.1,3.1
National Center for Theoretical Sciences,Taiwan,224,7,11,3.1,4.9,,F4320311041,False,3,221,3237,7.0,3.1,3.1,3.1
GGZ inGeest,Netherlands,130,4,5,3.1,3.8,,F4320321824,False,5,125,428,4.0,3.1,3.1,3.1
Instituto Nacional de Perinatología,Mexico,128,4,0,3.1,0.0,,F4320324617,False,6,122,305,4.0,3.1,3.1,3.1
Mittuniversitetet,Sweden,131,4,2,3.1,1.5,,F4320323270,False,6,125,722,4.0,3.1,3.1,3.1
Foundation for Physical Therapy,USA,127,4,4,3.1,3.1,,F4320311480,False,1,126,753,4.0,3.1,3.1,3.1
Shiraz University,Iran,1861,57,23,3.1,1.2,,F4320323101,False,83,1778,9602,57.0,3.1,3.1,3.1
American University of Sharjah,AE,131,4,7,3.1,5.3,,F4320321430,False,8,123,1772,4.0,3.1,3.1,3.1
Partenariat Canadien Contre Le Cancer,Canada,161,5,3,3.1,1.9,,F4320331265,False,8,153,840,5.0,3.1,3.1,3.1
Canadian Foundation for AIDS Research,Canada,129,4,2,3.1,1.6,,F4320310350,False,4,125,474,4.0,3.1,3.1,3.1
"China University of Petroleum, Beijing",China,162,5,1,3.1,0.6,,F4320321547,False,5,157,4677,5.0,3.1,3.1,3.1
Gyeonggi-do Regional Research Center,Korea,129,4,4,3.1,3.1,,F4320327848,False,2,127,1048,4.0,3.1,3.1,3.1
Chinese Medicine Research Program of Zhejiang Province,China,130,4,5,3.1,3.8,,F4320323159,False,3,127,302,4.0,3.1,3.1,3.1
South London and Maudsley NHS Foundation Trust,UK,1652,51,74,3.1,4.5,,F4320311198,False,19,1633,3637,51.0,3.1,3.1,3.1
Bayer Vital,Germany,162,5,9,3.1,5.6,,F4320333874,False,10,152,598,5.0,3.1,3.1,3.1
Bundesinstitut für Sportwissenschaft,Germany,196,6,4,3.1,2.0,,F4320324322,False,10,186,644,6.0,3.1,3.1,3.1
CERN,Switzerland,515,16,18,3.1,3.5,,F4320313559,False,17,498,24735,16.0,3.1,3.1,3.1
Tomsk Polytechnic University,Russia,130,4,5,3.1,3.8,,F4320313922,False,1,129,2382,4.0,3.1,3.1,3.1
European Society for Medical Oncology,Switzerland,350,11,6,3.1,1.7,,F4320324142,False,8,342,1903,11.0,3.1,3.1,3.1
Chiesi Farmaceutici,Italy,391,12,6,3.1,1.5,,F4320309888,False,15,376,1577,12.0,3.1,3.1,3.1
Global Affairs Canada,Canada,455,14,9,3.1,2.0,,F4320325254,False,12,443,1311,14.0,3.1,3.1,3.1
Astellas Pharma US,USA,201,6,3,3.0,1.5,,F4320307769,False,7,194,2142,6.0,3.0,3.0,3.0
Clovis Oncology,USA,101,3,3,3.0,3.0,,F4320315087,False,4,97,778,3.0,3.0,3.0,3.0
Anadolu Üniversitesi,Turkey,101,3,0,3.0,0.0,,F4320325357,False,2,99,4375,3.0,3.0,3.0,3.0
National Cerebral and Cardiovascular Center,Japan,200,6,8,3.0,4.0,,F4320316982,False,6,194,867,6.0,3.0,3.0,3.0
Addis Ababa University,ET,1681,50,23,3.0,1.4,,F4320324791,False,66,1615,6018,50.0,3.0,3.0,3.0
Aimmune Therapeutics,USA,100,3,3,3.0,3.0,,F4320316412,False,1,99,339,3.0,3.0,3.0,3.0
Centre for Addiction and Mental Health,Canada,199,6,7,3.0,3.5,,F4320312121,False,2,197,821,6.0,3.0,3.0,3.0
Taibah University,Saudi Arabia,199,6,5,3.0,2.5,,F4320321161,False,11,188,1280,6.0,3.0,3.0,3.0
"Faculty of Veterinary Medicine, Cairo University",EG,100,3,0,3.0,0.0,,F4320334795,False,9,91,414,3.0,3.0,3.0,3.0
World Anti-Doping Agency,Canada,101,3,2,3.0,2.0,,F4320321049,False,3,98,1300,3.0,3.0,3.0,3.0
Nordisk Ministerråd,Norway,100,3,3,3.0,3.0,,F4320322427,False,2,98,1873,3.0,3.0,3.0,3.0
Chang Gung Memorial Hospital,Taiwan,1098,33,16,3.0,1.5,,F4320313619,False,27,1071,3744,33.0,3.0,3.0,3.0
Georgian National Science Foundation,GE,101,3,0,3.0,0.0,,F4320322899,False,0,101,1435,3.0,3.0,3.0,3.0
Health Resources and Services Administration,USA,1489,45,11,3.0,0.7,,F4320332175,False,71,1418,10483,45.0,3.0,3.0,3.0
Parent Project Muscular Dystrophy,USA,100,3,3,3.0,3.0,,F4320308664,False,5,95,379,3.0,3.0,3.0,3.0
