funder_name,country,total_articles,open_data_articles,open_code_articles,open_data_pct,open_code_pct,funder_type,funder_id,is_alias_group,pdf_covered,xml_only,aggregated_works_count,corrected_od,corrected_pct,ci_lo_pct,ci_hi_pct
University Grants Committee,Hong Kong,493,56,13,11.4,2.6,,F4320321019,False,19,474,7146,56.0,11.4,11.4,11.4
Arkansas Biosciences Institute,USA,361,41,8,11.4,2.2,,F4320310362,False,18,343,1599,41.0,11.4,11.4,11.4
Fondation Bertarelli,Switzerland,175,20,26,11.4,14.9,,F4320311063,False,14,161,741,20.0,11.4,11.4,11.4
Ningbo University,China,718,82,9,11.4,1.3,,F4320322605,False,36,682,5397,82.0,11.4,11.4,11.4
National Science and Technology Planning Project,China,220,25,4,11.4,1.8,,F4320335961,False,8,212,2090,25.0,11.4,11.4,11.4
Jet Propulsion Laboratory,USA,449,51,34,11.4,7.6,,F4320332375,False,24,425,30009,51.0,11.4,11.4,11.4
Children's Mercy Hospital,USA,140,16,2,11.4,1.4,,F4320312029,False,8,132,480,16.0,11.4,11.4,11.4
Henan University of Science and Technology,China,228,26,1,11.4,0.4,,F4320321760,False,18,210,1815,26.0,11.4,11.4,11.4
Vanderbilt University Medical Center,USA,984,112,66,11.4,6.7,,F4320313998,False,51,933,3785,112.0,11.4,11.4,11.4
Universidad de Sevilla,Spain,638,73,12,11.4,1.9,,F4320310967,False,49,589,4968,73.0,11.4,11.4,11.4
African Union,ET,167,19,5,11.4,3.0,,F4320327380,False,10,157,2583,19.0,11.4,11.4,11.4
Kingston University,UK,140,16,7,11.4,5.0,,F4320311734,False,4,136,1065,16.0,11.4,11.4,11.4
Jeffrey Modell Foundation,USA,185,21,6,11.4,3.2,,F4320306433,False,19,166,538,21.0,11.4,11.4,11.4
Hjartavernd,IS,149,17,12,11.4,8.1,,F4320327881,False,18,131,471,17.0,11.4,11.4,11.4
Universite Angers,France,149,17,5,11.4,3.4,,F4320325007,False,12,137,719,17.0,11.4,11.4,11.4
Utah State University,USA,325,37,24,11.4,7.4,,F4320309198,False,7,318,11290,37.0,11.4,11.4,11.4
Natural Science Foundation of Fujian Province,China,4282,487,85,11.4,2.0,,F4320321878,False,355,3927,31256,487.0,11.4,11.4,11.4
Crafoordska Stiftelsen,Sweden,1037,118,40,11.4,3.9,,F4320321761,False,40,997,3645,118.0,11.4,11.4,11.4
"Pró-Reitoria de Pesquisa e Pós-Graduação, Universidade Federal do Pará",Brazil,298,34,6,11.4,2.0,,F4320334115,False,22,276,1201,34.0,11.4,11.4,11.4
"Ontario Ministry of Research, Innovation and Science",Canada,282,32,20,11.3,7.1,,F4320321886,False,6,276,2536,32.0,11.3,11.3,11.3
Forschungszentrum Jülich,Germany,301,34,29,11.3,9.6,,F4320321752,False,16,285,3715,34.0,11.3,11.3,11.3
Council for Higher Education,Israel,301,34,20,11.3,6.6,,F4320323278,False,14,287,2580,34.0,11.3,11.3,11.3
Universidad Nacional del Sur,AR,106,12,8,11.3,7.5,,F4320323402,False,4,102,3297,12.0,11.3,11.3,11.3
European Cooperation in Science and Technology,Belgium,2320,262,81,11.3,3.5,,F4320320366,False,68,2252,14561,262.0,11.3,11.3,11.3
Fonds Léon Fredericq,Belgium,151,17,4,11.3,2.6,,F4320324023,False,9,142,399,17.0,11.3,11.3,11.3
Nuclear Safety and Security Commission,Korea,966,109,80,11.3,8.3,,F4320322037,False,102,864,11896,109.0,11.3,11.3,11.3
Elsa U. Pardee Foundation,USA,186,21,7,11.3,3.8,,F4320306470,False,4,182,1092,21.0,11.3,11.3,11.3
Université de Reims Champagne-Ardenne,France,159,18,3,11.3,1.9,,F4320329579,False,7,152,812,18.0,11.3,11.3,11.3
Heilongjiang Provincial Postdoctoral Science Foundation,China,266,30,7,11.3,2.6,,F4320326178,False,17,249,2128,30.0,11.3,11.3,11.3
Innovációs és Technológiai Minisztérium,HU,913,103,44,11.3,4.8,,F4320328991,False,55,858,3862,103.0,11.3,11.3,11.3
University of Aberdeen,UK,1044,118,32,11.3,3.1,,F4320320359,False,28,1016,6039,118.0,11.3,11.3,11.3
"Ministerio de Educación, Cultura y Deporte",Spain,1722,194,44,11.3,2.6,,F4320321764,False,30,1692,16598,194.0,11.3,11.3,11.3
Killam Trusts,Canada,531,60,21,11.3,4.0,,F4320322337,False,14,517,5164,60.0,11.3,11.3,11.3
National Institute of Health and Medical Research (INSERM),France,10304,1160,418,11.3,4.1,,F4320320893,False,364,9940,43304,1160.0,11.3,11.3,11.3
Fundación Española para la Ciencia y la Tecnología,Spain,106,12,4,11.3,3.8,,F4320326822,False,3,103,705,12.0,11.3,11.3,11.3
Kidney Research UK,UK,497,56,19,11.3,3.8,,F4320320008,False,22,475,1244,56.0,11.3,11.3,11.3
Yakult Bio-Science Foundation,Japan,231,26,4,11.3,1.7,,F4320328010,False,45,186,678,26.0,11.3,11.3,11.3
Ernest Oppenheimer Memorial Trust,South Africa,106,12,2,11.3,1.9,,F4320326163,False,4,102,608,12.0,11.3,11.3,11.3
Cliniques Universitaires Saint-Luc,Belgium,106,12,2,11.3,1.9,,F4320338082,False,9,97,366,12.0,11.3,11.3,11.3
Japan Aerospace Exploration Agency,Japan,256,29,9,11.3,3.5,,F4320334900,False,8,248,11191,29.0,11.3,11.3,11.3
Generalitat de Catalunya,Spain,6979,789,376,11.3,5.4,,F4320321505,False,295,6684,45959,789.0,11.3,11.3,11.3
"Bundesministerium für Verkehr, Innovation und Technologie",Austria,293,33,19,11.3,6.5,,F4320323033,False,3,290,3119,33.0,11.3,11.3,11.3
"Department of Science and Technology, Republic of the Philippines",PH,389,44,12,11.3,3.1,,F4320326716,False,14,375,3356,44.0,11.3,11.3,11.3
Applied Basic Research Program of Sichuan Province,China,150,17,2,11.3,1.3,,F4320333337,False,4,146,875,17.0,11.3,11.3,11.3
Istituto Auxologico Italiano,Italy,186,21,4,11.3,2.2,,F4320325768,False,4,182,503,21.0,11.3,11.3,11.3
Moorfields Eye Charity,UK,239,27,15,11.3,6.3,,F4320329812,False,14,225,457,27.0,11.3,11.3,11.3
Région Normandie,France,539,61,9,11.3,1.7,,F4320329938,False,21,518,4523,61.0,11.3,11.3,11.3
University of Crete,Greece,257,29,15,11.3,5.8,,F4320322644,False,25,232,2052,29.0,11.3,11.3,11.3
Core Research for Evolutional Science and Technology,Japan,4997,560,190,11.2,3.8,,F4320338075,False,176,4821,49276,560.0,11.2,11.2,11.2
Japan Science Society,Japan,313,35,5,11.2,1.6,,F4320324704,False,9,304,3780,35.0,11.2,11.2,11.2
"Fondo Nacional de Desarrollo Científico, Tecnológico y de Innovación Tecnológica",PE,508,57,8,11.2,1.6,,F4320335542,False,12,496,1764,57.0,11.2,11.2,11.2
Shihezi University,China,418,47,7,11.2,1.7,,F4320322542,False,33,385,1849,47.0,11.2,11.2,11.2
Universidade Federal de Minas Gerais,Brazil,1048,117,42,11.2,4.0,,F4320324369,False,41,1007,8906,117.0,11.2,11.2,11.2
"University of California, Los Angeles",USA,1494,168,89,11.2,6.0,,F4320332502,False,51,1443,12105,168.0,11.2,11.2,11.2
Jack Brockhoff Foundation,Australia,107,12,3,11.2,2.8,,F4320313734,False,4,103,331,12.0,11.2,11.2,11.2
Joint Programming Initiative A healthy diet for a healthy life,Netherlands,285,32,19,11.2,6.7,,F4320314159,False,10,275,637,32.0,11.2,11.2,11.2
University of Texas MD Anderson Cancer Center,USA,2658,299,109,11.2,4.1,,F4320332521,False,107,2551,9842,299.0,11.2,11.2,11.2
Deutsche Wirbelsäulenstiftung,Germany,107,12,11,11.2,10.3,,F4320328063,False,3,104,22,12.0,11.2,11.2,11.2
Development of Innovative Strategies for a Transdisciplinary approach to ALZheimer's disease,France,160,18,7,11.2,4.4,,F4320316132,False,6,154,360,18.0,11.2,11.2,11.2
Labex Immuno-Oncology,France,116,13,10,11.2,8.6,,F4320336689,False,5,111,300,13.0,11.2,11.2,11.2
Berlin Institute of Health,Germany,806,90,80,11.2,9.9,,F4320329666,False,55,751,1915,90.0,11.2,11.2,11.2
Oak Foundation,USA,556,62,31,11.2,5.6,,F4320306460,False,34,522,1767,62.0,11.2,11.2,11.2
"School of Medicine, Vanderbilt University",USA,188,21,7,11.2,3.7,,F4320332432,False,6,182,1099,21.0,11.2,11.2,11.2
National Postdoctoral Program for Innovative Talents,China,635,71,17,11.2,2.7,,F4320335768,False,38,597,6585,71.0,11.2,11.2,11.2
Alnylam Pharmaceuticals,USA,259,29,11,11.2,4.2,,F4320309056,False,21,238,1247,29.0,11.2,11.2,11.2
Bar-Ilan University,Israel,250,28,13,11.2,5.2,,F4320321449,False,33,217,2207,28.0,11.2,11.2,11.2
Fundación para el Fomento de la Investigación Sanitaria y Biomédica de la Comunitat Valenciana,Spain,178,20,12,11.2,6.7,,F4320330239,False,8,170,427,20.0,11.2,11.2,11.2
"National Fund for Scientific and Technological Development (FONDECYT, Chile)",CL,2992,336,75,11.2,2.5,,F4320338073,False,74,2918,17147,336.0,11.2,11.2,11.2
Quaid-i-Azam University,Pakistan,143,16,5,11.2,3.5,,F4320322492,False,6,137,856,16.0,11.2,11.2,11.2
Guizhou Science and Technology Department,China,849,94,7,11.1,0.8,,F4320322272,False,62,787,4894,94.0,11.1,11.1,11.1
Natural Science Foundation of Inner Mongolia,China,999,111,20,11.1,2.0,,F4320322868,False,72,927,7694,111.0,11.1,11.1,11.1
"Nemzeti Kutatási, Fejlesztési és Innovaciós Alap",HU,1525,169,59,11.1,3.9,,F4320335908,False,164,1361,7808,169.0,11.1,11.1,11.1
Ministry of Science and Higher Education of the Russian Federation,Russia,3708,410,101,11.1,2.7,,F4320327494,False,198,3510,22213,410.0,11.1,11.1,11.1
Nvidia,USA,981,109,191,11.1,19.5,,F4320309480,False,53,928,12966,109.0,11.1,11.1,11.1
"National Centre for the Replacement, Refinement and Reduction of Animals in Research",UK,442,49,22,11.1,5.0,,F4320320333,False,16,426,782,49.0,11.1,11.1,11.1
Uniwersytet Warszawski,Poland,782,87,24,11.1,3.1,,F4320323873,False,37,745,4839,87.0,11.1,11.1,11.1
Ministerio de Educación y Formación Profesional,Spain,226,25,20,11.1,8.8,,F4320331009,False,23,203,1277,25.0,11.1,11.1,11.1
EEA Grants,Belgium,153,17,6,11.1,3.9,,F4320335198,False,3,150,950,17.0,11.1,11.1,11.1
Fox Chase Cancer Center,USA,108,12,2,11.1,1.9,,F4320332523,False,8,100,648,12.0,11.1,11.1,11.1
University of Galway,Ireland,551,61,18,11.1,3.3,,F4320320861,False,36,515,3518,61.0,11.1,11.1,11.1
U.S. Army,USA,664,74,35,11.1,5.3,,F4320332447,False,29,635,6258,74.0,11.1,11.1,11.1
U.S. Department of Defense,USA,14189,1575,688,11.1,4.8,,F4320306078,False,652,13537,90411,1575.0,11.1,11.1,11.1
Warwick Medical School,UK,144,16,8,11.1,5.6,,F4320334918,False,4,140,389,16.0,11.1,11.1,11.1
State Government of Victoria,Australia,2161,240,121,11.1,5.6,,F4320322858,False,54,2107,8276,240.0,11.1,11.1,11.1
Indian Council of Medical Research,India,4773,530,92,11.1,1.9,,F4320320720,False,209,4564,26069,530.0,11.1,11.1,11.1
Guangdong Provincial Pearl River Talents Program,China,371,41,11,11.1,3.0,,F4320334009,False,20,351,2310,41.0,11.1,11.1,11.1
University of Utah,USA,1086,121,70,11.1,6.4,,F4320310050,False,28,1058,10727,121.0,11.1,11.1,11.1
Ministerio de Ciencia y Tecnología,Spain,802,89,24,11.1,3.0,,F4320323737,False,13,789,17364,89.0,11.1,11.1,11.1
Project 211,China,542,60,11,11.1,2.0,,F4320335785,False,15,527,4322,60.0,11.1,11.1,11.1
Augustinus Fonden,Denmark,477,53,15,11.1,3.1,,F4320323030,False,21,456,1644,53.0,11.1,11.1,11.1
"Faculty of Tropical Medicine, Mahidol University",Thailand,333,37,3,11.1,0.9,,F4320335147,False,17,316,664,37.0,11.1,11.1,11.1
Universidad Nacional de La Plata,AR,271,30,6,11.1,2.2,,F4320322227,False,5,266,7917,30.0,11.1,11.1,11.1
Technische Universität Berlin,Germany,425,47,22,11.1,5.2,,F4320324094,False,39,386,5322,47.0,11.1,11.1,11.1
"Ikerbasque, Basque Foundation for Science",Spain,217,24,11,11.1,5.1,,F4320322262,False,10,207,1480,24.0,11.1,11.1,11.1
Gillings School of Public Health,USA,287,32,15,11.1,5.2,,F4320332524,False,12,275,1876,32.0,11.1,11.1,11.1
Queensland Government,Australia,594,66,16,11.1,2.7,,F4320321995,False,6,588,4230,66.0,11.1,11.1,11.1
Chinese Academy of Medical Sciences,China,3882,429,99,11.1,2.6,,F4320323137,False,168,3714,11640,429.0,11.1,11.1,11.1
Stiftelserna Wilhelm och Martina Lundgrens,Sweden,283,31,6,11.0,2.1,,F4320322125,False,10,273,685,31.0,11.0,11.0,11.0
Alfried Krupp von Bohlen und Halbach-Stiftung,Germany,118,13,3,11.0,2.5,,F4320323223,False,8,110,895,13.0,11.0,11.0,11.0
Environment and Climate Change Canada,Canada,308,34,20,11.0,6.5,,F4320325263,False,33,275,3957,34.0,11.0,11.0,11.0
Fondo de Fomento al Desarrollo Científico y Tecnológico,CL,456,50,10,11.0,2.2,,F4320338106,False,16,440,2768,50.0,11.0,11.0,11.0
National Council for Scientific and Technological Development (CNPq),Brazil,35855,3931,833,11.0,2.3,,F4320322025,False,1167,34688,400633,3931.0,11.0,11.0,11.0
Rio de Janeiro Research Foundation (FAPERJ),Brazil,5320,587,121,11.0,2.3,,F4320322749,False,174,5146,42107,587.0,11.0,11.0,11.0
Ain Shams University,EG,794,87,27,11.0,3.4,,F4320321119,False,207,587,3064,87.0,11.0,11.0,11.0
Science Fund for Distinguished Young Scholars of Guangxi Province,China,109,12,3,11.0,2.8,,F4320336816,False,21,88,182,12.0,11.0,11.0,11.0
Biotechnology Industry Research Assistance Council,India,182,20,3,11.0,1.6,,F4320336200,False,10,172,768,20.0,11.0,11.0,11.0
Cancer Council Western Australia,Australia,227,25,7,11.0,3.1,,F4320334726,False,16,211,696,25.0,11.0,11.0,11.0
University of Alabama at Birmingham,USA,737,81,31,11.0,4.2,,F4320310431,False,19,718,5164,81.0,11.0,11.0,11.0
Science and Technology Department of Gansu Province,China,146,16,2,11.0,1.4,,F4320325927,False,7,139,1362,16.0,11.0,11.0,11.0
Anhui University of Science and Technology,China,172,19,6,11.0,3.5,,F4320323708,False,13,159,3656,19.0,11.0,11.0,11.0
Hong Kong University of Science and Technology,Hong Kong,501,55,23,11.0,4.6,,F4320323537,False,19,482,7895,55.0,11.0,11.0,11.0
Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,Germany,373,41,17,11.0,4.6,,F4320323883,False,23,350,3141,41.0,11.0,11.0,11.0
National Natural Science Foundation of China-Henan Joint Fund,China,228,25,5,11.0,2.2,,F4320336126,False,26,202,419,25.0,11.0,11.0,11.0
Universidad de Málaga,Spain,564,62,26,11.0,4.6,,F4320311265,False,38,526,3764,62.0,11.0,11.0,11.0
Graduate Research and Innovation Projects of Jiangsu Province,China,382,42,6,11.0,1.6,,F4320335769,False,33,349,4736,42.0,11.0,11.0,11.0
Ministry of Cultural Affairs,Germany,118,13,10,11.0,8.5,,F4320331743,False,5,113,297,13.0,11.0,11.0,11.0
Regione Emilia-Romagna,Italy,318,35,5,11.0,1.6,,F4320326075,False,9,309,2129,35.0,11.0,11.0,11.0
Université Paris Descartes,France,337,37,13,11.0,3.9,,F4320323296,False,7,330,1364,37.0,11.0,11.0,11.0
University of East Anglia,UK,730,80,37,11.0,5.1,,F4320320274,False,19,711,5523,80.0,11.0,11.0,11.0
Agencia Española de Cooperación Internacional para el Desarrollo,Spain,390,43,12,11.0,3.1,,F4320334954,False,9,381,2369,43.0,11.0,11.0,11.0
Science and Technology Planning Project of Guangdong Province,China,3984,439,75,11.0,1.9,,F4320335795,False,144,3840,16578,439.0,11.0,11.0,11.0
Academy of Medical Sciences,UK,1701,187,97,11.0,5.7,,F4320320241,False,64,1637,7178,187.0,11.0,11.0,11.0
Hellenic Foundation for Research and Innovation,Greece,599,66,30,11.0,5.0,,F4320327859,False,62,537,4933,66.0,11.0,11.0,11.0
Institute of Clinical and Translational Sciences,USA,363,40,23,11.0,6.3,,F4320310181,False,11,352,1390,40.0,11.0,11.0,11.0
Zagazig University,EG,484,53,8,11.0,1.7,,F4320324156,False,121,363,1853,53.0,11.0,11.0,11.0
Joslin Diabetes Center,USA,181,20,5,11.0,2.8,,F4320310143,False,3,178,959,20.0,11.0,11.0,11.0
Eberhard Karls Universität Tübingen,Germany,1691,186,89,11.0,5.3,,F4320321112,False,137,1554,5729,186.0,11.0,11.0,11.0
British Columbia Centre for Disease Control,Canada,181,20,10,11.0,5.5,,F4320330658,False,9,172,596,20.0,11.0,11.0,11.0
Key Research and Development Program of Liaoning Province,China,155,17,4,11.0,2.6,,F4320336742,False,6,149,677,17.0,11.0,11.0,11.0
Department of Science and Technology for Social Development,China,154,17,4,11.0,2.6,,F4320334938,False,14,140,624,17.0,11.0,11.0,11.0
"Department of Science and Technology, Government of Kerala",India,264,29,9,11.0,3.4,,F4320323670,False,4,260,4309,29.0,11.0,11.0,11.0
European Social Fund,EU,7043,774,243,11.0,3.5,government,F4320338080,True,169,6874,63768,774.0,11.0,11.0,11.0
"Departament d'Universitats, Recerca i Societat de la Informació",Spain,181,20,12,11.0,6.6,,F4320335162,False,3,178,1994,20.0,11.0,11.0,11.0
Fondazione Regionale per la Ricerca Biomedica,Italy,164,18,5,11.0,3.0,,F4320331789,False,7,157,410,18.0,11.0,11.0,11.0
"Ministry of Economy, Trade and Industry",Japan,310,34,9,11.0,2.9,,F4320321679,False,5,305,5754,34.0,11.0,11.0,11.0
National Mega Project on Major Infectious Disease Prevention,China,211,23,2,10.9,0.9,,F4320336604,False,1,210,295,23.0,10.9,10.9,10.9
Royal Commission for the Exhibition of 1851,UK,183,20,12,10.9,6.6,,F4320320247,False,10,173,1236,20.0,10.9,10.9,10.9
Natural Science Foundation of Tianjin Municipal Science and Technology Commission,China,165,18,5,10.9,3.0,,F4320335468,False,9,156,1160,18.0,10.9,10.9,10.9
Guangdong Province Introduction of Innovative R&D Team,China,341,37,9,10.9,2.6,,F4320333334,False,11,330,2358,37.0,10.9,10.9,10.9
Nuffield Foundation,UK,340,37,8,10.9,2.4,,F4320319997,False,8,332,6029,37.0,10.9,10.9,10.9
National Institute of Mental Health and Neurosciences,India,265,29,23,10.9,8.7,,F4320318855,False,35,230,1187,29.0,10.9,10.9,10.9
American Parkinson Disease Association,USA,184,20,9,10.9,4.9,,F4320308987,False,12,172,834,20.0,10.9,10.9,10.9
Fraunhofer-Gesellschaft,Germany,265,29,15,10.9,5.7,,F4320321773,False,13,252,2059,29.0,10.9,10.9,10.9
University of Thessaly,Greece,183,20,12,10.9,6.6,,F4320326537,False,5,178,1401,20.0,10.9,10.9,10.9
Alexander S. Onassis Public Benefit Foundation,LI,202,22,9,10.9,4.5,,F4320323220,False,4,198,1737,22.0,10.9,10.9,10.9
Danish Diabetes Academy,Denmark,193,21,7,10.9,3.6,,F4320315655,False,7,186,607,21.0,10.9,10.9,10.9
Applied Basic Research Key Project of Yunnan,China,201,22,3,10.9,1.5,,F4320334984,False,14,187,830,22.0,10.9,10.9,10.9
"Cabinet Office, Government of Japan",Japan,457,50,14,10.9,3.1,,F4320321474,False,13,444,2279,50.0,10.9,10.9,10.9
Cure Alzheimer's Fund,USA,459,50,25,10.9,5.4,,F4320309944,False,33,426,1183,50.0,10.9,10.9,10.9
Old Dominion University,USA,119,13,5,10.9,4.2,,F4320311672,False,3,116,2284,13.0,10.9,10.9,10.9
Junta de Andalucía,Spain,2733,297,74,10.9,2.7,,F4320326754,False,113,2620,22699,297.0,10.9,10.9,10.9
Universidad Técnica Particular de Loja,EC,101,11,1,10.9,1.0,,F4320318905,False,6,95,560,11.0,10.9,10.9,10.9
New Partnership for Africa's Development,South Africa,597,65,23,10.9,3.9,,F4320325675,False,15,582,1918,65.0,10.9,10.9,10.9
National Aeronautics and Space Administration,USA,6901,751,425,10.9,6.2,,F4320306101,False,299,6602,258192,751.0,10.9,10.9,10.9
National Marine Fisheries Service,USA,439,48,36,10.9,8.2,,F4320337772,False,17,422,7193,48.0,10.9,10.9,10.9
Marcus och Amalia Wallenbergs minnesfond,Sweden,411,45,29,10.9,7.1,,F4320327344,False,15,396,2084,45.0,10.9,10.9,10.9
Florida Department of Health,USA,626,68,34,10.9,5.4,,F4320309360,False,47,579,2189,68.0,10.9,10.9,10.9
Università di Bologna,Italy,1366,149,55,10.9,4.0,,F4320323553,False,60,1306,9788,149.0,10.9,10.9,10.9
Ludwig-Maximilians-Universität München,Germany,1336,146,74,10.9,5.5,,F4320323390,False,122,1214,4758,146.0,10.9,10.9,10.9
Junta de Castilla y León,Spain,925,101,25,10.9,2.7,,F4320328351,False,48,877,7576,101.0,10.9,10.9,10.9
Astellas Foundation for Research on Metabolic Disorders,Japan,716,78,26,10.9,3.6,,F4320324271,False,34,682,2714,78.0,10.9,10.9,10.9
Henan Provincial Science and Technology Research Project,China,989,108,25,10.9,2.5,,F4320336593,False,156,833,4463,108.0,10.9,10.9,10.9
University of Arkansas for Medical Sciences,USA,358,39,14,10.9,3.9,,F4320310585,False,12,346,1792,39.0,10.9,10.9,10.9
Brain Research Foundation,USA,405,44,29,10.9,7.2,,F4320306153,False,14,391,1575,44.0,10.9,10.9,10.9
Jadavpur University,India,110,12,5,10.9,4.5,,F4320311382,False,3,107,3153,12.0,10.9,10.9,10.9
Luonnontieteiden ja Tekniikan Tutkimuksen Toimikunta,Finland,457,50,40,10.9,8.8,,F4320335063,False,27,430,1843,50.0,10.9,10.9,10.9
University of Warwick,UK,1704,185,100,10.9,5.9,,F4320320279,False,56,1648,17491,185.0,10.9,10.9,10.9
Northeast Normal University,China,138,15,1,10.9,0.7,,F4320313888,False,10,128,1316,15.0,10.9,10.9,10.9
Northwestern University,USA,3320,362,160,10.9,4.8,,F4320309475,False,148,3172,36816,362.0,10.9,10.9,10.9
"Secretaría de Estado de Investigación, Desarrollo e Innovación",Spain,652,71,25,10.9,3.8,,F4320335204,False,1,651,5586,71.0,10.9,10.9,10.9
Directorate for Geosciences,USA,119,13,6,10.9,5.0,,F4320332171,False,5,114,1850,13.0,10.9,10.9,10.9
"Science, Technology and Innovation Commission of Shenzhen Municipality",China,1657,180,55,10.9,3.3,,F4320326705,False,150,1507,13678,180.0,10.9,10.9,10.9
Croucher Foundation,Hong Kong,389,42,16,10.8,4.1,,F4320320904,False,18,371,3072,42.0,10.8,10.8,10.8
Natural Science Foundation of Shaanxi Provincial Department of Education,China,167,18,1,10.8,0.6,,F4320335467,False,18,149,1372,18.0,10.8,10.8,10.8
Project of Shandong Province Higher Educational Science and Technology Program,China,250,27,4,10.8,1.6,,F4320329039,False,6,244,2400,27.0,10.8,10.8,10.8
National Commission for Science and Technology,MW,102,11,4,10.8,3.9,,F4320327331,False,1,101,1051,11.0,10.8,10.8,10.8
Institute of Science and Technology Austria,Austria,185,20,19,10.8,10.3,,F4320315473,False,9,176,1173,20.0,10.8,10.8,10.8
Oulun Yliopisto,Finland,809,87,38,10.8,4.7,,F4320323692,False,72,737,5000,87.0,10.8,10.8,10.8
Fonds de Recherche du Québec - Santé,Canada,3273,354,192,10.8,5.9,,F4320334618,False,186,3087,11215,354.0,10.8,10.8,10.8
Guangdong Science and Technology Department,China,1328,144,24,10.8,1.8,,F4320324202,False,72,1256,9587,144.0,10.8,10.8,10.8
Basic and Applied Basic Research Foundation of Guangdong Province,China,5862,635,169,10.8,2.9,,F4320337111,False,691,5171,39594,635.0,10.8,10.8,10.8
Erasmus+,,1338,145,54,10.8,4.0,,F4320335551,False,73,1265,16311,145.0,10.8,10.8,10.8
Bloomberg Family Foundation,USA,148,16,8,10.8,5.4,,F4320309845,False,9,139,302,16.0,10.8,10.8,10.8
Central China Normal University,China,279,30,4,10.8,1.4,,F4320323173,False,9,270,2912,30.0,10.8,10.8,10.8
University of Houston,USA,277,30,10,10.8,3.6,,F4320309549,False,7,270,4258,30.0,10.8,10.8,10.8
Carnegie Mellon University,USA,371,40,36,10.8,9.7,,F4320310207,False,24,347,10578,40.0,10.8,10.8,10.8
University of Wyoming,USA,167,18,11,10.8,6.6,,F4320310258,False,9,158,4536,18.0,10.8,10.8,10.8
Houston Methodist Research Institute,USA,277,30,11,10.8,4.0,,F4320333841,False,12,265,837,30.0,10.8,10.8,10.8
Japan Society for the Promotion of Science London,UK,800,86,37,10.8,4.6,,F4320320212,False,77,723,7058,86.0,10.8,10.8,10.8
Universidade de São Paulo,Brazil,2056,223,68,10.8,3.3,,F4320323339,False,63,1993,18311,223.0,10.8,10.8,10.8
Dipartimenti di Eccellenza,Italy,919,99,58,10.8,6.3,,F4320317295,False,67,852,4511,99.0,10.8,10.8,10.8
National Renewable Energy Laboratory,USA,353,38,14,10.8,4.0,,F4320338290,False,9,344,14895,38.0,10.8,10.8,10.8
Wuxi Health and Family Planning Commission,China,111,12,3,10.8,2.7,,F4320329506,False,4,107,310,12.0,10.8,10.8,10.8
CYTED Ciencia y Tecnología para el Desarrollo,Spain,344,37,7,10.8,2.0,,F4320325124,False,10,334,3842,37.0,10.8,10.8,10.8
Innovative Medicines Initiative,Belgium,2220,239,183,10.8,8.2,,F4320326631,False,80,2140,5169,239.0,10.8,10.8,10.8
Defence Science and Technology Laboratory,UK,434,47,29,10.8,6.7,,F4320332972,False,11,423,3009,47.0,10.8,10.8,10.8
Universitat de Barcelona,Spain,1654,178,53,10.8,3.2,,F4320323428,False,101,1553,12890,178.0,10.8,10.8,10.8
Canadian Cancer Society,Canada,259,28,16,10.8,6.2,,F4320320118,False,18,241,1269,28.0,10.8,10.8,10.8
Cancerföreningen i Stockholm,Sweden,259,28,9,10.8,3.5,,F4320324250,False,15,244,1047,28.0,10.8,10.8,10.8
Georgia Clinical and Translational Science Alliance,USA,2593,281,152,10.8,5.9,,F4320316438,False,117,2476,8375,281.0,10.8,10.8,10.8
U.S. Bureau of Land Management,USA,352,38,20,10.8,5.7,,F4320332495,False,9,343,6483,38.0,10.8,10.8,10.8
Key Research and Development Program of Sichuan Province,China,352,38,9,10.8,2.6,,F4320336596,False,31,321,1649,38.0,10.8,10.8,10.8
Bayerisches Staatsministerium für Wissenschaft und Kunst,Germany,102,11,12,10.8,11.8,,F4320331433,False,10,92,446,11.0,10.8,10.8,10.8
Penn State College of Medicine,USA,295,32,10,10.8,3.4,,F4320333195,False,14,281,1227,32.0,10.8,10.8,10.8
Ian Potter Foundation,Australia,176,19,7,10.8,4.0,,F4320320458,False,8,168,872,19.0,10.8,10.8,10.8
"National Research, Development and Innovation Office (Hungary)",HU,2635,283,108,10.7,4.1,,F4320326762,False,185,2450,13567,283.0,10.7,10.7,10.7
La Trobe University,Australia,971,104,35,10.7,3.6,,F4320320577,False,47,924,6233,104.0,10.7,10.7,10.7
Barwon Health Foundation,Australia,121,13,3,10.7,2.5,,F4320330427,False,4,117,336,13.0,10.7,10.7,10.7
"Higher Education Commission, Pakistan",Pakistan,860,92,14,10.7,1.6,,F4320322799,False,20,840,10423,92.0,10.7,10.7,10.7
Fondazione Italiana per la Ricerca sul Cancro,Italy,1056,113,31,10.7,2.9,,F4320324143,False,30,1026,2980,113.0,10.7,10.7,10.7
Fight for Sight,USA,112,12,3,10.7,2.7,,F4320306948,False,3,109,387,12.0,10.7,10.7,10.7
Society for Endocrinology,UK,149,16,4,10.7,2.7,,F4320320085,False,12,137,595,16.0,10.7,10.7,10.7
Susan G. Komen for the Cure,USA,544,58,24,10.7,4.4,,F4320306141,False,23,521,2591,58.0,10.7,10.7,10.7
Science and Technology Support Program of Jiangsu Province,China,431,46,8,10.7,1.9,,F4320334925,False,17,414,2607,46.0,10.7,10.7,10.7
